Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.256,0.094,241.89,1.2,0,1,1,11,6,2
4.54,0.254,236.49,19.2,38,0,0,8,1,38
0.32,0.102,242.19,1.4,0,1,0,30,4,1
0.562,0.0,237.16,2.4,0,0,0,12,5,0
0.448,0.13,241.53,2.2,0,0,1,28,7,1
0.318,0.07,245.45,1.4,0,0,1,19,11,1
1.364,0.0,240.62,5.6,0,0,18,25,11,18
1.516,0.182,241.39,6.2,0,1,19,11,10,20
0.242,0.13,242.02,1.0,0,2,1,24,8,3
2.334,0.06,239.99,9.6,0,0,0,16,12,0
0.898,0.102,241.02,3.8,0,0,0,1,3,0
1.628,0.154,242.42,6.8,0,0,0,1,2,0
0.612,0.43,241.07,3.0,1,0,1,2,9,2
1.356,0.066,238.0,5.6,0,0,18,29,10,18
1.382,0.17,241.33,5.8,0,0,0,1,9,0
0.414,0.0,241.11,2.0,0,0,1,29,7,1
0.68,0.544,236.96,3.6,0,0,0,28,9,0
1.502,0.204,240.37,6.2,1,0,0,10,6,1
1.316,0.05,241.21,5.4,0,0,18,12,2,18
0.424,0.208,242.18,1.8,0,0,1,17,10,1
0.302,0.246,242.22,1.6,0,1,1,23,9,2
0.43,0.216,244.38,2.0,0,0,0,25,1,0
0.34,0.1,243.08,1.4,0,1,1,6,5,2
0.274,0.0,243.95,1.2,0,0,0,30,4,0
0.488,0.2,241.79,2.2,0,0,1,21,5,1
0.274,0.084,243.82,1.2,0,0,1,18,6,1
1.894,0.34,242.41,7.8,0,1,18,8,1,19
0.322,0.206,241.07,1.6,0,2,1,23,7,3
1.39,0.088,241.95,5.6,0,0,19,23,3,19
0.206,0.052,236.13,0.8,0,0,0,22,5,0
1.68,0.0,241.13,6.8,0,2,18,14,3,20
0.6,0.05,240.65,2.4,0,0,0,1,6,0
1.366,0.0,241.26,5.6,0,0,17,5,4,17
0.47,0.07,240.54,2.2,0,0,0,1,1,0
0.262,0.066,239.75,1.2,0,0,1,15,10,1
1.462,0.192,238.77,6.2,0,0,18,22,6,18
2.128,0.0,238.22,9.0,0,0,18,12,3,18
0.298,0.242,240.89,1.6,0,0,0,24,9,0
1.364,0.062,239.45,5.6,1,0,18,7,6,19
1.944,0.198,242.01,8.0,0,0,0,1,4,0
0.654,0.176,241.15,2.8,1,0,1,30,5,2
2.422,0.236,236.83,10.2,0,0,18,5,1,18
0.368,0.07,241.73,1.4,0,0,0,19,3,0
0.324,0.106,237.27,1.6,0,1,1,7,6,2
0.34,0.224,238.53,1.6,0,0,0,28,6,0
0.312,0.082,243.94,1.2,0,2,1,2,11,3
0.332,0.096,240.18,1.4,0,0,1,28,4,1
0.24,0.104,238.73,1.0,0,1,0,28,5,1
0.322,0.104,243.6,1.4,0,0,0,21,10,0
0.72,0.0,244.24,3.0,0,0,0,13,2,0
1.25,0.0,237.07,5.2,0,0,17,18,1,17
0.242,0.0,239.98,1.0,0,0,1,13,10,1
0.346,0.154,243.54,1.6,0,0,0,6,2,0
1.94,0.092,239.35,8.2,0,0,19,22,10,19
0.236,0.0,242.63,1.0,0,0,1,12,10,1
1.274,0.0,240.27,5.2,0,0,18,9,9,18
3.736,0.182,238.87,15.6,38,0,18,3,4,56
0.398,0.116,245.4,1.6,0,0,1,11,4,1
0.42,0.23,243.39,1.8,0,0,0,15,3,0
0.402,0.056,239.54,1.8,0,0,1,19,9,1
1.74,0.08,243.13,7.2,1,0,18,6,2,19
0.558,0.178,241.41,2.4,0,0,1,3,1,1
0.21,0.052,244.24,0.8,0,0,0,25,12,0
1.434,0.164,237.09,6.0,0,0,17,21,5,17
0.232,0.108,242.44,1.0,0,0,0,17,9,0
1.074,0.0,237.32,4.4,0,0,0,7,2,0
0.552,0.0,241.69,2.4,1,0,0,8,6,1
0.22,0.092,242.3,1.0,0,0,1,20,9,1
2.184,0.416,237.87,9.2,0,1,29,23,5,30
0.286,0.1,241.61,1.2,0,0,1,7,6,1
0.324,0.1,240.94,1.4,0,2,0,24,4,2
1.46,0.23,244.0,6.0,0,0,19,6,6,19
3.352,0.102,232.77,14.8,0,0,0,28,1,0
0.086,0.0,241.1,0.4,0,0,0,19,6,0
1.354,0.0,237.02,5.6,0,0,17,24,9,17
1.454,0.0,231.97,6.2,1,0,17,30,5,18
0.316,0.102,238.61,1.4,0,0,0,29,2,0
2.108,0.106,241.63,9.0,0,0,19,24,6,19
1.57,0.066,242.64,6.4,0,1,19,29,4,20
2.594,0.05,241.09,10.6,0,0,19,2,2,19
1.296,0.0,239.84,5.4,0,0,18,29,12,18
0.224,0.062,244.88,1.2,0,0,0,17,6,0
1.662,0.242,241.22,7.0,0,1,18,5,4,19
1.418,0.1,243.69,5.8,0,0,18,25,3,18
0.312,0.0,241.98,1.4,0,0,1,16,4,1
0.302,0.108,241.03,1.2,0,1,0,9,4,1
0.898,0.192,238.51,4.0,0,0,0,5,1,0
0.354,0.212,239.75,1.8,0,0,1,11,7,1
1.55,0.08,242.51,6.4,0,1,0,17,12,1
0.282,0.114,241.59,1.2,0,0,0,23,8,0
0.368,0.074,244.23,1.6,0,0,0,27,3,0
1.916,0.216,239.67,8.0,0,1,18,4,4,19
0.244,0.112,240.81,1.0,0,0,0,3,9,0
1.496,0.0,242.25,6.2,0,0,0,21,12,0
1.358,0.104,240.39,5.6,0,2,18,2,6,20
0.426,0.278,242.51,2.0,1,0,0,15,6,1
0.258,0.0,247.93,1.0,0,0,1,2,1,1
1.304,0.0,241.02,5.4,0,0,18,10,11,18
2.934,0.338,237.38,12.4,0,0,12,31,7,12
0.79,0.126,236.88,3.4,0,0,0,27,7,0
2.412,0.37,237.71,10.4,2,1,0,1,4,3
0.28,0.0,238.19,1.2,0,0,0,10,5,0
0.246,0.0,241.12,1.0,0,0,1,18,10,1
0.768,0.22,243.29,3.2,0,0,11,20,9,11
0.34,0.094,245.83,1.4,0,0,1,20,1,1
5.044,0.09,234.89,21.4,0,0,18,28,7,18
0.254,0.104,239.77,1.2,0,0,0,28,5,0
0.188,0.0,242.03,0.8,0,1,1,28,5,2
0.948,0.15,241.7,4.0,0,1,1,18,6,2
1.988,0.322,242.48,8.2,0,0,0,25,12,0
1.478,0.23,241.45,6.2,0,1,18,16,3,19
0.488,0.182,238.73,2.2,0,1,0,15,7,1
3.222,0.092,239.11,13.6,0,24,19,23,5,43
0.22,0.13,240.57,1.0,0,0,0,14,6,0
1.342,0.092,235.99,5.6,0,0,0,23,3,0
0.956,0.096,241.97,4.0,0,0,11,13,10,11
1.674,0.082,242.28,6.8,0,0,18,27,12,18
0.452,0.0,244.42,2.0,0,0,0,22,3,0
1.712,0.076,243.15,7.0,0,0,19,9,5,19
0.228,0.0,243.82,0.8,0,0,1,17,10,1
2.22,0.242,239.45,9.2,0,1,18,27,12,19
2.378,0.05,239.36,9.8,0,0,17,6,3,17
0.234,0.122,243.18,1.0,0,1,0,31,8,1
1.298,0.0,242.13,5.2,0,0,18,25,2,18
1.314,0.076,238.83,5.4,0,0,18,6,6,18
0.276,0.122,241.87,1.2,0,0,1,4,7,1
1.534,0.05,238.05,6.4,1,0,18,12,5,19
0.946,0.096,241.86,4.0,0,0,12,27,4,12
0.554,0.138,234.48,2.4,0,0,1,25,5,1
0.232,0.088,240.05,1.0,0,0,0,7,8,0
0.396,0.218,242.25,1.8,0,0,0,10,3,0
2.87,0.082,237.36,12.4,0,26,17,6,11,43
2.838,0.0,236.33,12.0,2,0,17,17,1,19
2.858,0.284,239.38,12.0,0,38,0,13,8,38
0.246,0.0,243.91,1.0,0,0,0,9,5,0
3.188,0.354,239.99,13.2,0,0,18,21,4,18
1.482,0.0,248.16,6.0,0,0,19,22,1,19
1.468,0.074,237.66,6.2,0,0,0,20,11,0
0.778,0.218,240.75,3.2,0,1,0,25,9,1
1.988,0.464,238.13,8.4,0,0,1,17,7,1
0.368,0.086,243.53,1.6,0,0,0,18,11,0
0.658,0.368,238.77,3.2,0,2,0,15,9,2
0.164,0.0,237.93,0.8,0,0,1,1,8,1
0.252,0.0,242.94,1.0,0,0,0,9,2,0
0.402,0.202,234.88,1.8,0,1,0,25,5,1
0.296,0.104,245.71,1.2,0,1,0,16,3,1
0.306,0.264,242.8,1.6,0,2,1,1,8,3
0.908,0.068,243.69,3.8,0,0,0,31,8,0
1.0,0.206,242.69,4.2,0,0,0,1,2,0
0.26,0.0,245.31,1.0,0,0,1,2,2,1
0.364,0.114,244.88,1.6,0,1,0,6,2,1
1.358,0.058,239.52,5.6,0,0,18,25,10,18
1.074,0.304,240.28,4.6,0,0,1,29,3,1
1.862,0.194,238.73,8.0,0,0,26,8,10,26
0.252,0.114,241.92,1.2,0,0,1,23,9,1
0.744,0.246,240.18,3.2,0,0,0,6,1,0
2.756,0.136,239.12,11.6,0,1,23,30,9,24
0.202,0.142,243.01,1.0,0,0,0,18,8,0
0.306,0.074,240.84,1.2,0,0,0,3,10,0
1.664,0.208,235.12,7.0,0,2,18,15,5,20
2.66,0.0,240.24,11.0,0,0,17,15,12,17
0.842,0.07,237.28,3.6,0,0,13,27,7,13
1.394,0.088,241.49,5.8,0,0,19,17,1,19
0.128,0.0,236.29,0.6,0,0,0,25,7,0
2.95,0.322,235.06,13.0,0,34,0,4,3,34
0.61,0.384,240.47,3.0,0,0,1,3,6,1
1.242,0.156,238.93,5.2,0,0,0,6,10,0
2.406,0.046,241.29,10.0,0,0,18,8,11,18
0.286,0.07,246.5,1.2,0,0,0,29,12,0
1.432,0.0,240.37,6.0,0,0,18,30,6,18
3.004,0.138,237.88,12.6,0,0,18,9,3,18
2.396,0.158,239.52,10.0,0,37,0,20,8,37
0.612,0.214,241.24,2.6,0,2,0,26,6,2
0.116,0.0,241.14,0.6,0,0,0,20,8,0
0.528,0.056,241.29,2.2,0,1,0,24,4,1
0.844,0.154,239.13,3.6,0,0,0,20,2,0
0.542,0.046,238.97,2.6,0,0,1,17,5,1
1.978,0.0,239.6,8.2,0,0,17,17,2,17
0.498,0.22,241.27,2.4,0,0,0,26,7,0
1.226,0.0,237.76,5.0,0,0,0,6,11,0
0.222,0.124,243.73,1.0,0,1,1,22,8,2
1.304,0.21,239.83,6.6,0,0,0,13,3,0
0.402,0.296,240.61,2.2,0,1,1,23,7,2
1.378,0.052,240.6,5.6,0,2,18,2,1,20
1.854,0.17,239.5,7.8,0,0,0,20,11,0
0.486,0.168,240.73,2.2,0,0,1,2,7,1
0.364,0.142,242.7,1.6,0,0,1,25,4,1
4.67,0.208,240.1,19.4,0,2,0,27,3,2
1.496,0.13,244.37,6.0,0,1,19,11,5,20
0.436,0.0,246.34,1.8,0,0,0,30,12,0
1.18,0.076,238.54,4.8,0,0,1,30,5,1
1.348,0.12,238.93,5.6,0,0,19,23,5,19
5.068,0.082,232.97,21.6,0,36,0,12,11,36
0.216,0.0,240.88,0.8,0,0,0,2,3,0
0.35,0.0,242.65,1.4,0,0,0,11,11,0
0.338,0.224,239.37,1.6,0,1,1,25,7,2
0.396,0.222,240.62,1.8,0,2,0,30,9,2
0.15,0.122,240.34,0.8,0,0,1,5,8,1
0.47,0.204,241.08,2.0,0,0,0,7,11,0
0.306,0.0,246.11,1.4,0,0,0,3,4,0
1.628,0.0,237.74,6.8,0,0,18,5,1,18
1.466,0.088,242.92,6.0,0,0,18,4,3,18
0.382,0.108,244.49,1.6,0,0,0,21,5,0
0.268,0.0,243.68,1.2,0,0,0,8,3,0
0.362,0.17,234.31,1.6,0,2,0,24,5,2
0.332,0.254,239.28,1.6,0,1,0,23,6,1
2.964,0.312,237.18,13.6,21,1,17,23,6,39
1.624,0.0,242.4,6.6,0,0,18,5,2,18
0.468,0.214,243.91,2.0,0,0,0,28,11,0
1.76,0.368,246.43,7.2,0,1,0,20,12,1
0.338,0.132,240.49,1.6,0,0,1,10,6,1
0.384,0.114,242.43,1.6,0,0,0,12,6,0
0.252,0.0,246.1,1.2,0,0,0,5,2,0
1.114,0.466,242.06,5.0,0,1,12,14,7,13
1.594,0.164,238.9,6.8,0,1,18,14,1,19
0.27,0.0,245.53,1.2,0,0,0,8,3,0
0.946,0.098,237.74,4.0,0,0,0,11,5,0
1.37,0.05,244.2,5.6,0,0,18,17,12,18
0.278,0.064,235.11,1.2,0,1,0,31,5,1
0.326,0.106,246.83,1.4,0,0,0,24,3,0
0.724,0.26,240.56,3.2,0,1,0,27,3,1
1.298,0.082,240.32,5.4,0,0,19,13,5,19
0.322,0.09,244.58,1.4,0,0,1,28,11,1
0.622,0.06,242.91,2.6,0,0,1,25,2,1
1.416,0.078,239.46,5.8,0,0,18,18,5,18
1.742,0.192,241.6,7.2,0,0,18,23,10,18
6.204,0.152,237.13,26.0,38,0,18,24,3,56
0.166,0.0,239.88,1.0,0,0,0,29,6,0
0.254,0.106,238.77,1.2,0,0,0,29,7,0
2.298,0.0,245.7,9.4,0,0,19,8,12,19
2.568,0.104,239.91,10.6,39,0,1,21,6,40
0.682,0.414,249.2,3.2,0,1,0,16,12,1
0.74,0.202,241.94,3.2,0,1,1,6,7,2
0.332,0.088,243.53,1.4,0,1,0,6,2,1
1.488,0.206,243.42,6.0,0,0,18,24,11,18
0.286,0.086,242.59,1.2,0,1,0,3,4,1
3.804,0.186,242.26,15.6,39,0,18,1,12,57
0.558,0.33,243.23,2.6,0,2,1,28,4,3
0.492,0.124,246.77,2.2,0,0,0,3,12,0
1.468,0.21,241.42,6.0,0,2,18,9,4,20
1.754,0.058,247.25,7.0,0,0,19,26,1,19
0.336,0.0,240.92,1.4,0,0,0,8,11,0
0.268,0.156,242.56,1.2,0,0,1,10,8,1
0.574,0.088,240.82,2.4,0,1,0,3,3,1
1.6,0.128,238.31,6.6,0,2,18,22,5,20
0.28,0.24,243.63,1.4,0,2,1,24,9,3
1.388,0.404,240.86,6.0,2,0,11,28,10,13
0.232,0.0,244.75,1.0,0,0,0,1,4,0
0.206,0.126,241.92,1.0,0,2,1,24,7,3
1.026,0.106,237.73,4.4,0,1,0,10,4,1
0.306,0.0,244.81,1.4,0,0,0,18,3,0
1.274,0.094,244.1,5.2,0,0,1,17,4,1
0.378,0.362,241.71,2.0,0,2,1,1,8,3
2.436,0.214,238.43,11.2,12,0,11,1,6,23
0.57,0.0,245.41,2.4,0,0,0,25,12,0
0.406,0.216,243.81,1.8,0,1,1,17,10,2
1.43,0.202,241.12,6.0,0,0,18,28,6,18
4.74,0.0,233.25,20.2,36,0,0,6,2,36
0.326,0.194,245.07,1.6,0,0,0,28,12,0
1.194,0.078,235.7,5.0,0,0,17,30,7,17
0.948,0.156,243.31,3.8,0,1,0,7,10,1
0.204,0.136,239.18,1.0,0,0,0,17,8,0
0.428,0.206,241.17,2.0,0,1,0,29,9,1
0.91,0.084,243.44,4.0,0,0,0,22,12,0
1.26,0.0,240.96,5.2,0,0,18,3,6,18
1.182,0.0,238.55,5.0,0,0,0,13,12,0
1.342,0.206,235.76,5.6,0,0,17,12,5,17
1.454,0.156,240.4,6.0,0,0,18,12,6,18
0.38,0.242,241.49,1.8,0,0,0,6,6,0
1.406,0.086,241.27,5.8,0,0,18,24,2,18
0.344,0.134,246.43,1.4,0,0,0,10,1,0
0.594,0.0,243.5,2.4,0,0,0,17,4,0
0.908,0.104,243.73,3.6,0,0,12,12,10,12
2.34,0.074,238.99,9.8,0,1,18,25,1,19
1.328,0.0,244.17,5.4,0,0,19,1,2,19
1.972,0.284,233.91,8.8,5,0,17,17,6,22
0.21,0.0,244.67,0.8,0,0,0,1,11,0
1.116,0.0,242.52,4.6,0,0,1,1,6,1
0.39,0.26,242.18,1.8,0,0,0,25,1,0
1.372,0.0,241.59,5.6,0,0,0,26,1,0
1.514,0.0,243.27,6.2,1,0,18,28,1,19
0.316,0.084,244.81,1.2,0,0,0,30,11,0
0.596,0.498,239.36,3.2,0,1,0,3,9,1
0.278,0.21,236.02,1.4,0,1,0,11,5,1
0.302,0.07,244.76,1.2,0,0,0,11,2,0
0.652,0.118,243.66,2.6,0,0,0,3,2,0
1.258,0.0,242.43,5.2,0,0,18,20,8,18
2.098,0.23,238.28,8.8,0,1,18,21,1,19
1.27,0.0,239.66,5.2,0,0,17,27,12,17
0.214,0.0,243.0,1.0,0,0,1,9,6,1
0.4,0.134,239.62,1.8,0,0,1,23,4,1
0.352,0.214,239.17,1.6,0,1,0,26,8,1
1.628,0.214,241.21,6.8,2,1,19,28,4,22
0.3,0.066,240.83,1.2,0,0,0,25,2,0
0.372,0.064,242.53,1.6,0,0,0,21,11,0
0.308,0.064,243.24,1.2,0,0,0,18,2,0
0.31,0.152,244.76,1.4,0,0,0,17,1,0
0.418,0.12,237.54,2.0,0,0,0,22,5,0
0.298,0.068,245.77,1.2,0,0,0,3,2,0
1.226,0.06,235.72,5.2,0,0,17,27,7,17
0.258,0.0,239.2,1.2,0,1,0,26,5,1
0.388,0.056,237.64,1.8,0,0,0,22,1,0
0.666,0.186,239.32,3.0,0,0,0,18,5,0
2.864,0.2,237.82,12.0,0,0,18,15,3,18
0.23,0.0,244.99,0.8,0,0,0,29,11,0
0.334,0.276,242.56,1.8,0,1,1,28,8,2
1.444,0.122,243.5,5.8,0,0,19,12,3,19
1.272,0.094,235.15,5.4,0,1,17,12,8,18
0.268,0.122,241.71,1.2,0,0,1,9,8,1
0.336,0.232,241.77,1.8,0,0,0,16,6,0
0.14,0.0,243.94,0.6,0,0,1,26,6,1
0.406,0.0,238.81,2.2,0,0,0,2,9,0
0.226,0.0,246.14,1.0,0,0,0,27,2,0
0.342,0.14,242.56,1.4,0,0,1,10,12,1
3.614,0.23,236.7,15.4,0,33,18,6,6,51
0.906,0.268,243.32,3.8,1,0,1,16,6,2
2.188,0.13,240.59,9.0,0,0,18,6,2,18
1.308,0.0,242.37,5.4,0,0,18,2,2,18
1.264,0.074,239.67,5.2,0,0,17,2,1,17
0.558,0.308,241.42,3.0,0,1,5,30,7,6
0.358,0.262,239.78,1.8,0,2,0,30,7,2
0.224,0.0,243.87,0.8,0,0,0,16,3,0
1.576,0.196,239.82,6.6,0,0,0,4,10,0
1.572,0.258,244.74,6.4,0,1,18,28,12,19
1.428,0.108,242.01,5.8,0,0,19,10,4,19
0.49,0.314,247.25,2.4,0,1,0,29,12,1
0.294,0.132,239.33,1.4,0,0,1,11,7,1
1.686,0.122,240.46,7.0,1,0,18,22,5,19
3.328,0.284,237.24,14.2,1,25,18,17,10,44
0.188,0.112,241.98,0.8,0,0,0,21,8,0
0.204,0.0,241.09,1.0,0,0,0,31,5,0
0.426,0.056,241.86,1.8,0,0,1,14,6,1
2.436,0.076,238.22,10.2,0,1,0,10,4,1
0.72,0.07,240.11,3.0,0,0,0,26,11,0
1.794,0.07,239.52,7.4,0,0,18,17,9,18
0.986,0.222,240.74,4.2,0,0,1,9,5,1
0.26,0.0,242.24,1.2,0,0,0,22,3,0
1.23,0.418,241.42,6.4,0,1,0,26,4,1
1.14,0.438,245.27,5.0,0,0,0,28,3,0
1.146,0.16,239.61,4.8,0,0,10,22,10,10
0.878,0.126,242.48,3.6,0,0,12,17,6,12
0.452,0.156,236.33,2.0,0,0,0,20,11,0
0.396,0.2,242.98,1.8,0,0,0,3,4,0
0.522,0.338,242.06,2.6,1,1,1,19,8,3
1.338,0.0,241.56,5.4,0,0,18,10,2,18
0.242,0.0,234.29,1.2,0,0,0,4,5,0
0.208,0.0,241.83,0.8,0,0,0,6,3,0
1.312,0.0,239.98,5.4,0,0,18,4,2,18
1.374,0.078,242.99,5.6,0,0,0,15,2,0
0.294,0.08,243.81,1.2,0,0,0,5,3,0
4.866,0.48,239.02,20.8,28,22,18,24,1,68
0.214,0.0,240.83,1.2,0,0,1,4,8,1
2.232,0.196,240.71,9.2,1,0,19,22,6,20
0.384,0.212,239.95,1.8,0,1,0,21,3,1
0.376,0.108,244.33,1.6,0,0,0,10,5,0
3.92,0.0,238.96,16.4,38,0,18,12,3,56
0.232,0.0,244.4,0.8,0,0,1,8,11,1
0.486,0.0,241.87,2.0,0,0,0,9,9,0
1.368,0.214,241.57,5.6,0,1,18,30,9,19
1.754,0.07,237.39,7.4,1,0,18,31,3,19
0.346,0.11,241.01,1.4,0,0,0,5,10,0
5.144,0.07,233.34,22.4,2,27,17,13,3,46
0.296,0.068,233.99,1.2,0,0,0,31,5,0
0.438,0.086,241.73,1.8,0,0,0,8,9,0
0.14,0.0,242.04,0.6,0,0,1,1,8,1
0.268,0.0,248.51,1.0,0,0,0,21,10,0
3.584,0.11,239.25,15.2,0,0,18,5,2,18
0.398,0.08,240.71,1.6,0,0,1,17,10,1
4.056,0.532,231.43,17.6,37,2,17,17,10,56
1.866,0.076,237.91,7.8,2,0,1,2,9,3
0.17,0.0,242.79,0.6,0,0,0,7,9,0
1.748,0.256,246.07,7.2,0,2,19,7,1,21
0.288,0.084,242.83,1.2,0,0,0,4,4,0
2.146,0.266,242.72,9.0,0,1,24,12,4,25
0.156,0.0,241.09,0.6,0,0,1,9,8,1
1.566,0.24,239.04,6.6,0,0,1,4,7,1
0.362,0.304,230.56,2.0,0,2,0,25,4,2
0.208,0.136,242.77,1.0,0,0,0,25,8,0
1.77,0.0,241.41,7.2,1,0,1,20,9,2
2.61,0.18,241.26,11.6,0,0,0,22,12,0
0.286,0.076,241.44,1.2,0,0,1,23,6,1
1.374,0.078,240.75,5.6,0,1,18,1,2,19
0.1,0.0,234.3,0.4,0,0,0,29,7,0
0.406,0.22,241.34,1.8,0,1,0,1,5,1
0.424,0.22,239.36,2.0,0,1,0,2,7,1
0.932,0.276,243.38,4.0,0,0,12,21,7,12
0.564,0.14,240.15,2.4,0,5,0,5,2,5
3.604,0.084,237.18,15.2,0,38,1,12,4,39
1.338,0.0,241.06,5.4,0,0,17,28,2,17
0.16,0.0,242.27,0.6,0,0,1,21,5,1
1.24,0.05,237.81,5.2,0,0,18,4,10,18
1.884,0.13,239.27,7.8,0,0,18,10,9,18
0.252,0.1,240.55,1.2,0,0,0,17,4,0
0.314,0.046,244.23,1.4,0,0,1,19,11,1
0.228,0.0,242.68,1.0,0,0,0,13,11,0
0.232,0.0,244.87,1.0,0,0,1,5,4,1
0.288,0.0,244.27,1.2,0,0,1,21,10,1
0.154,0.0,240.61,0.6,0,0,1,29,7,1
0.32,0.228,238.56,1.6,0,2,0,24,6,2
1.392,0.082,237.49,5.8,0,1,18,29,6,19
0.22,0.0,237.59,1.0,0,0,0,29,5,0
1.348,0.07,237.43,5.6,0,1,18,8,5,19
3.794,0.108,233.33,16.2,36,0,17,29,5,53
4.782,0.338,237.23,20.2,51,0,17,4,9,68
1.354,0.062,243.16,5.6,0,0,0,23,2,0
2.168,0.09,237.71,9.8,12,0,17,17,10,29
0.498,0.098,243.7,2.2,0,0,0,15,1,0
0.428,0.164,234.13,2.0,1,0,0,4,6,1
0.276,0.104,239.57,1.2,0,0,1,25,5,1
1.922,0.194,238.98,8.0,0,1,18,28,5,19
0.456,0.07,248.11,2.0,0,0,0,10,12,0
0.326,0.07,241.05,1.4,0,0,0,10,10,0
0.27,0.106,240.58,1.2,0,1,1,24,6,2
0.168,0.0,244.94,0.8,0,0,0,12,7,0
1.3,0.0,240.67,5.4,0,0,18,25,11,18
1.528,0.0,243.28,6.2,0,0,18,28,12,18
1.044,0.164,237.99,4.4,0,0,0,30,3,0
0.39,0.2,243.45,1.8,0,0,0,30,3,0
1.518,0.314,238.66,6.4,0,2,18,26,6,20
1.308,0.0,242.12,5.4,0,0,18,1,2,18
1.838,0.06,242.46,7.6,0,0,18,20,12,18
1.46,0.108,235.89,6.2,1,0,17,12,3,18
2.304,0.122,243.96,9.8,0,2,19,5,2,21
0.222,0.0,240.19,1.0,0,0,0,10,11,0
1.65,0.214,244.14,6.8,0,0,19,14,6,19
0.352,0.098,239.1,1.4,0,0,1,7,5,1
0.082,0.0,243.18,0.2,0,0,1,19,8,1
0.312,0.08,241.23,1.2,0,2,0,11,10,2
0.29,0.0,243.88,1.2,0,0,0,20,2,0
0.234,0.0,241.18,1.0,0,0,0,3,10,0
4.47,0.624,240.33,18.8,38,1,18,6,2,57
0.416,0.208,240.9,1.8,0,0,1,9,5,1
0.386,0.102,240.81,1.6,0,0,0,16,4,0
1.946,0.0,241.37,8.0,0,1,18,13,12,19
0.246,0.0,241.58,1.0,0,0,1,18,10,1
1.618,0.332,238.14,6.8,0,2,18,14,4,20
0.314,0.0,242.45,1.4,0,0,0,2,10,0
0.38,0.082,243.64,1.6,0,0,0,20,10,0
0.236,0.138,240.68,1.0,0,0,1,8,7,1
1.368,0.0,242.64,5.6,0,0,18,28,11,18
1.422,0.144,243.73,5.8,0,0,18,17,3,18
1.402,0.114,240.63,5.8,0,0,19,22,3,19
0.292,0.068,242.23,1.2,0,1,0,13,12,1
2.716,0.09,236.8,11.8,0,0,0,22,1,0
0.282,0.0,246.13,1.2,0,0,1,2,1,1
0.436,0.296,249.01,2.0,0,2,1,17,1,3
0.272,0.252,241.08,1.4,0,1,0,27,8,1
0.318,0.102,247.24,1.2,0,0,0,7,1,0
1.988,0.082,243.38,8.2,0,0,18,31,12,18
0.798,0.234,239.82,3.6,0,0,0,6,11,0
0.178,0.0,242.91,0.8,0,0,1,4,9,1
1.04,0.088,239.01,4.6,0,0,15,14,7,15
0.296,0.086,244.82,1.2,0,1,0,27,3,1
1.51,0.226,240.13,6.2,0,1,18,16,3,19
0.214,0.114,241.55,1.0,0,1,1,29,6,2
1.708,0.232,237.95,7.2,0,1,18,1,11,19
0.404,0.416,240.54,2.4,1,1,0,4,7,2
0.228,0.0,245.53,1.0,0,0,0,14,12,0
1.334,0.0,241.93,5.4,0,0,18,6,4,18
0.23,0.066,241.08,1.2,0,0,1,7,8,1
3.84,0.174,233.93,16.4,1,0,17,12,3,18
1.378,0.05,242.61,5.6,2,0,18,11,12,20
1.586,0.172,234.95,6.8,0,0,18,7,10,18
0.32,0.068,240.61,1.4,0,0,0,11,12,0
0.216,0.0,247.51,0.8,0,0,0,3,1,0
0.112,0.0,235.66,0.6,0,0,0,24,7,0
0.612,0.166,233.06,3.0,0,0,1,4,6,1
0.366,0.128,243.98,1.6,0,0,1,2,3,1
0.28,0.238,242.03,1.4,0,0,0,30,8,0
1.342,0.0,243.48,5.4,0,0,19,3,11,19
0.102,0.0,235.04,0.4,0,0,0,3,8,0
1.852,0.146,238.9,7.6,0,0,17,6,12,17
0.31,0.11,242.73,1.4,0,0,0,30,10,0
3.828,0.158,235.29,16.2,1,37,18,3,6,56
2.314,0.0,229.72,10.0,1,0,17,27,5,18
2.652,0.122,240.42,11.0,0,1,18,19,9,19
0.43,0.156,243.32,1.8,0,0,1,4,10,1
1.742,0.192,238.92,7.2,0,2,18,17,10,20
0.466,0.17,246.01,2.0,0,0,0,18,11,0
1.74,0.174,240.27,7.2,0,1,18,18,10,19
0.156,0.0,240.56,0.6,0,0,1,12,7,1
1.19,0.264,243.89,5.0,0,2,1,3,9,3
1.65,0.36,246.2,6.8,0,2,19,14,5,21
0.444,0.168,242.18,2.0,0,0,1,17,4,1
1.444,0.078,241.79,6.0,0,0,18,15,12,18
0.592,0.124,241.78,2.4,0,1,0,8,10,1
0.398,0.208,239.96,1.8,0,1,0,11,10,1
0.16,0.058,241.56,0.8,0,0,0,10,9,0
0.41,0.06,245.09,1.6,0,1,1,18,10,2
1.82,0.072,240.93,7.6,0,0,2,7,10,2
0.384,0.112,241.26,1.6,0,0,1,18,4,1
0.94,0.252,240.89,4.0,0,0,13,13,8,13
0.438,0.324,239.37,2.4,0,1,1,8,7,2
0.158,0.0,241.37,0.6,0,0,1,22,9,1
0.33,0.21,240.54,1.6,0,1,0,7,7,1
2.704,0.138,245.95,11.0,0,1,19,24,1,20
0.286,0.064,241.89,1.4,0,0,1,10,6,1
