Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
14/8/2010,02:03:00,0.820,0.202,240.210,3.400,0.000,0.000,11.0
28/8/2007,20:57:00,0.282,0.114,238.460,1.200,0.000,0.000,0.0
30/9/2008,18:22:00,1.712,0.202,238.330,7.200,0.000,0.000,10.0
4/8/2009,20:09:00,0.306,0.254,240.640,1.600,0.000,1.000,1.0
10/6/2009,03:33:00,0.758,0.234,240.960,3.400,0.000,0.000,7.0
9/8/2009,10:36:00,0.140,0.000,243.970,0.600,0.000,0.000,1.0
5/2/2010,04:51:00,0.338,0.076,246.150,1.400,0.000,1.000,1.0
8/8/2008,18:24:00,0.276,0.266,239.070,1.600,0.000,2.000,1.0
6/5/2009,00:57:00,0.300,0.000,245.200,1.200,0.000,0.000,0.0
11/4/2009,11:22:00,3.200,0.236,240.070,13.600,0.000,28.000,18.0
20/6/2010,18:55:00,3.586,0.000,241.500,14.800,0.000,39.000,19.0
16/7/2009,08:58:00,0.940,0.222,239.760,4.000,0.000,2.000,12.0
8/6/2009,02:11:00,0.352,0.110,240.500,1.600,0.000,0.000,1.0
15/5/2008,06:59:00,1.708,0.258,236.800,7.200,0.000,1.000,18.0
21/1/2009,01:33:00,0.298,0.076,242.400,1.200,0.000,1.000,0.0
19/2/2008,05:23:00,0.254,0.000,243.380,1.000,0.000,0.000,0.0
23/8/2009,23:08:00,0.360,0.320,243.420,2.000,0.000,2.000,1.0
5/11/2007,14:19:00,1.374,0.000,241.790,5.600,1.000,0.000,18.0
19/11/2009,03:22:00,0.340,0.118,247.000,1.400,0.000,0.000,1.0
7/11/2010,05:44:00,0.368,0.088,242.67,1.6,0.0,0.0,0.0
26/5/2007,23:42:00,1.468,0.064,233.950,6.200,0.000,0.000,17.0
11/5/2010,10:18:00,1.394,0.064,240.160,5.800,0.000,1.000,18.0
29/1/2007,05:05:00,0.234,0.000,246.640,1.000,0.000,0.000,0.0
6/5/2010,02:50:00,0.344,0.062,238.130,1.400,0.000,0.000,1.0
10/10/2009,16:44:00,1.454,0.236,238.050,6.200,1.000,0.000,18.0
24/6/2008,16:24:00,0.306,0.208,238.190,1.400,0.000,0.000,0.0
26/7/2009,19:59:00,0.232,0.122,239.940,1.000,0.000,2.000,0.0
1/8/2007,18:53:00,0.174,0.098,236.630,0.800,0.000,0.000,0.0
3/5/2008,22:30:00,4.486,0.290,236.360,19.000,0.000,0.000,28.0
8/6/2008,07:40:00,0.230,0.086,237.770,1.000,0.000,0.000,0.0
27/11/2008,16:26:00,0.206,0.060,241.630,0.800,0.000,0.000,0.0
8/10/2010,06:25:00,0.316,0.052,241.340,1.200,0.000,1.000,0.0
26/2/2010,06:53:00,0.608,0.234,242.610,2.600,0.000,1.000,1.0
2/12/2009,11:36:00,1.992,0.000,241.660,8.200,0.000,0.000,19.0
10/11/2008,20:40:00,0.358,0.060,238.950,1.600,0.000,0.000,0.0
23/6/2007,07:51:00,0.188,0.114,239.800,0.800,0.000,1.000,0.0
3/7/2010,02:30:00,1.178,0.052,239.690,4.800,0.000,1.000,1.0
17/9/2010,15:53:00,1.522,0.068,241.840,6.200,0.000,1.000,19.0
25/4/2008,02:28:00,0.410,0.206,239.790,1.800,0.000,0.000,0.0
28/12/2008,10:08:00,0.248,0.000,246.630,1.200,0.000,0.000,0.0
13/5/2010,02:35:00,0.410,0.202,245.550,1.800,0.000,1.000,1.0
20/12/2008,19:06:00,3.222,0.118,242.090,13.200,0.000,0.000,18.0
21/9/2007,11:09:00,0.108,0.000,238.560,0.400,0.000,0.000,0.0
20/12/2008,23:27:00,1.696,0.066,242.370,7.000,0.000,0.000,18.0
14/9/2009,14:49:00,0.606,0.106,239.730,2.600,0.000,0.000,1.0
17/7/2010,07:24:00,0.166,0.000,240.780,0.800,0.000,0.000,1.0
22/11/2010,20:04:00,1.426,0.202,236.29,6.0,0.0,1.0,0.0
3/5/2010,08:43:00,1.476,0.274,233.970,6.400,0.000,1.000,18.0
1/5/2007,00:45:00,0.294,0.140,237.480,1.400,0.000,0.000,0.0
4/4/2007,20:39:00,1.178,0.182,234.810,5.200,0.000,0.000,0.0
11/9/2007,09:57:00,0.206,0.092,236.670,1.000,0.000,0.000,0.0
14/4/2009,08:10:00,1.548,0.242,240.160,6.400,0.000,1.000,18.0
8/6/2007,20:01:00,5.374,0.570,235.210,23.000,38.000,25.000,17.0
27/6/2010,12:33:00,1.690,0.392,240.020,7.200,0.000,0.000,19.0
30/3/2010,12:09:00,1.524,0.332,238.710,6.400,0.000,1.000,19.0
14/6/2010,03:52:00,0.386,0.242,243.770,1.800,0.000,2.000,1.0
5/8/2009,23:03:00,0.376,0.362,242.360,2.000,0.000,1.000,1.0
29/4/2010,19:23:00,1.486,0.206,242.020,6.200,0.000,1.000,19.0
2/5/2010,13:24:00,3.680,0.238,236.360,15.800,0.000,36.000,18.0
20/10/2010,02:25:00,0.264,0.000,244.540,1.000,0.000,0.000,1.0
6/6/2010,01:07:00,2.990,0.204,239.590,12.400,44.000,0.000,1.0
7/12/2009,12:57:00,1.410,0.106,239.440,5.800,0.000,0.000,19.0
23/9/2007,13:15:00,0.276,0.108,242.970,1.200,0.000,2.000,0.0
12/7/2009,12:30:00,0.216,0.122,242.370,1.000,0.000,2.000,0.0
31/8/2008,20:10:00,1.642,0.164,239.140,6.800,0.000,0.000,18.0
28/1/2010,05:28:00,0.282,0.000,247.220,1.200,0.000,0.000,1.0
17/10/2010,19:33:00,4.056,0.532,235.710,17.200,37.000,2.000,0.0
10/2/2007,22:50:00,4.352,0.000,242.090,18.000,0.000,0.000,18.0
27/6/2010,12:39:00,1.614,0.394,243.240,6.800,0.000,0.000,18.0
22/1/2009,22:30:00,1.370,0.000,242.100,5.600,0.000,0.000,18.0
19/12/2008,05:42:00,0.280,0.000,243.080,1.200,0.000,0.000,0.0
9/5/2007,08:18:00,1.302,0.098,233.910,5.600,0.000,0.000,17.0
17/8/2008,01:58:00,0.082,0.000,241.330,0.200,0.000,0.000,0.0
7/5/2007,13:43:00,1.680,0.446,233.320,7.400,0.000,1.000,17.0
21/12/2007,11:30:00,1.352,0.060,240.470,5.600,0.000,0.000,17.0
26/12/2008,17:49:00,2.406,0.056,241.010,9.800,0.000,0.000,18.0
17/1/2007,06:02:00,0.214,0.000,241.270,0.800,0.000,0.000,0.0
14/5/2007,03:15:00,0.360,0.210,239.880,1.800,0.000,1.000,0.0
21/7/2007,18:59:00,1.948,0.180,232.840,8.400,0.000,0.000,17.0
7/5/2009,01:25:00,0.342,0.104,240.650,1.400,0.000,0.000,1.0
21/2/2007,15:09:00,1.558,0.120,243.630,6.400,0.000,0.000,18.0
19/3/2009,08:17:00,1.336,0.050,238.900,5.600,0.000,0.000,17.0
30/4/2010,23:17:00,0.314,0.090,243.900,1.200,0.000,1.000,1.0
14/11/2008,08:43:00,1.452,0.056,238.650,6.000,1.000,2.000,18.0
28/4/2007,13:18:00,?,?,?,?,?,?,
4/1/2009,16:50:00,2.288,0.336,242.850,9.400,0.000,0.000,0.0
20/9/2008,22:51:00,0.408,0.264,243.990,2.000,0.000,0.000,1.0
16/9/2009,16:46:00,0.892,0.244,241.410,3.800,0.000,0.000,11.0
10/2/2008,22:13:00,2.202,0.100,237.420,9.200,0.000,1.000,18.0
7/11/2008,03:08:00,0.384,0.102,242.540,1.600,0.000,0.000,0.0
13/3/2008,08:11:00,2.206,0.046,240.610,9.200,0.000,0.000,17.0
10/12/2008,14:52:00,3.570,0.000,242.900,15.000,0.000,33.000,18.0
7/1/2009,18:02:00,1.728,0.152,245.200,7.000,0.000,1.000,0.0
28/8/2007,21:37:00,0.280,0.106,238.860,1.200,0.000,1.000,0.0
12/7/2009,00:52:00,0.306,0.262,243.710,1.600,0.000,1.000,1.0
3/7/2007,12:38:00,0.278,0.094,241.640,1.200,0.000,0.000,0.0
13/8/2010,07:02:00,0.154,0.000,240.390,0.600,0.000,0.000,0.0
30/6/2010,20:08:00,1.322,0.154,243.370,5.400,0.000,2.000,0.0
3/4/2009,13:13:00,0.308,0.000,243.540,1.400,0.000,0.000,0.0
2/6/2009,22:34:00,1.250,0.232,240.300,5.200,0.000,0.000,0.0
1/5/2008,09:02:00,0.418,0.236,241.860,2.000,0.000,2.000,0.0
26/5/2009,05:05:00,0.364,0.158,233.200,1.600,0.000,1.000,0.0
23/10/2008,23:54:00,0.346,0.098,244.200,1.400,0.000,0.000,0.0
31/7/2009,03:21:00,0.354,0.122,243.050,1.600,0.000,0.000,1.0
7/2/2010,08:37:00,2.054,0.260,244.200,8.400,0.000,1.000,19.0
14/8/2009,15:47:00,0.330,0.130,240.210,1.400,0.000,1.000,1.0
16/11/2010,14:31:00,0.234,0.054,240.59,1.0,0.0,0.0,0.0
5/11/2010,17:10:00,0.766,0.214,242.17,3.2,0.0,1.0,1.0
10/6/2010,00:57:00,0.454,0.340,243.190,2.200,0.000,2.000,1.0
30/9/2009,12:59:00,0.562,0.102,241.440,2.200,0.000,0.000,0.0
16/7/2010,23:46:00,0.760,0.046,242.490,3.000,0.000,0.000,1.0
3/8/2008,22:53:00,0.138,0.000,237.660,0.600,0.000,0.000,1.0
30/4/2009,22:48:00,3.074,0.112,239.580,12.800,0.000,1.000,18.0
14/9/2008,02:19:00,0.220,0.050,241.030,1.000,0.000,0.000,1.0
7/3/2010,04:13:00,0.616,0.248,247.090,2.600,0.000,1.000,1.0
30/12/2008,15:50:00,2.330,0.098,244.030,9.400,0.000,0.000,18.0
28/7/2010,03:46:00,0.354,0.236,242.130,1.600,0.000,2.000,0.0
22/7/2010,17:38:00,0.430,0.332,241.300,2.200,0.000,2.000,0.0
25/6/2007,04:09:00,0.228,0.102,241.220,1.000,0.000,0.000,0.0
6/7/2008,14:57:00,0.506,0.110,241.260,2.000,1.000,1.000,1.0
16/1/2008,11:30:00,1.426,0.060,238.000,6.000,0.000,0.000,18.0
20/10/2007,00:19:00,0.476,0.000,242.120,2.000,0.000,0.000,0.0
10/6/2009,21:10:00,1.544,0.312,238.010,6.600,1.000,1.000,0.0
14/11/2008,01:49:00,0.446,0.180,243.990,2.000,0.000,1.000,0.0
24/12/2009,06:49:00,1.460,0.050,251.310,6.400,0.000,0.000,0.0
3/9/2007,05:31:00,0.296,0.184,238.870,1.400,0.000,1.000,0.0
5/2/2010,09:45:00,1.816,0.286,238.680,7.600,0.000,1.000,18.0
14/11/2008,16:05:00,0.360,0.070,238.450,1.600,0.000,0.000,0.0
26/2/2008,08:50:00,0.384,0.204,238.720,1.800,0.000,0.000,0.0
20/8/2009,21:58:00,1.992,0.218,237.830,8.400,0.000,0.000,12.0
17/9/2010,10:54:00,0.246,0.082,237.170,1.000,0.000,0.000,1.0
2/9/2009,14:41:00,0.268,0.098,242.510,1.200,0.000,1.000,1.0
15/2/2008,07:22:00,3.432,0.108,237.930,14.400,0.000,0.000,17.0
27/11/2007,06:46:00,2.442,0.060,243.680,10.000,0.000,0.000,18.0
24/4/2010,12:51:00,0.536,0.156,242.240,2.200,0.000,1.000,0.0
10/6/2010,15:47:00,0.206,0.000,244.960,1.000,0.000,0.000,1.0
30/12/2008,08:51:00,0.294,0.064,244.670,1.200,0.000,0.000,0.0
21/2/2008,22:27:00,1.748,0.100,241.090,7.200,0.000,0.000,0.0
26/6/2008,14:26:00,1.378,0.194,236.980,5.800,1.000,1.000,17.0
25/1/2008,23:35:00,1.308,0.074,242.850,5.400,0.000,1.000,0.0
27/3/2009,11:53:00,1.456,0.082,244.660,5.800,0.000,2.000,18.0
24/5/2007,12:40:00,0.298,0.078,235.140,1.200,0.000,2.000,0.0
7/6/2009,15:22:00,3.924,0.060,240.210,16.200,38.000,1.000,18.0
5/8/2010,12:24:00,0.156,0.000,242.250,0.600,0.000,0.000,0.0
29/9/2008,06:54:00,0.622,0.000,241.900,2.600,0.000,0.000,0.0
22/3/2008,12:06:00,1.468,0.064,238.890,6.200,0.000,0.000,18.0
24/3/2007,16:12:00,1.442,0.056,244.920,5.800,0.000,2.000,18.0
13/3/2010,20:10:00,3.178,0.142,240.640,13.400,0.000,27.000,19.0
18/11/2008,08:21:00,3.946,0.000,236.090,16.600,37.000,0.000,17.0
22/12/2007,21:25:00,2.832,0.000,241.260,11.800,0.000,0.000,18.0
7/1/2009,02:52:00,0.408,0.090,249.570,1.600,0.000,0.000,0.0
11/8/2010,19:09:00,0.390,0.292,241.610,2.000,0.000,1.000,1.0
13/5/2009,15:04:00,0.298,0.000,238.300,1.400,0.000,0.000,0.0
1/9/2008,00:30:00,0.354,0.270,246.550,1.800,0.000,1.000,1.0
10/11/2007,06:49:00,0.362,0.160,242.020,1.600,0.000,0.000,0.0
22/2/2008,21:25:00,3.258,0.106,240.220,13.600,0.000,0.000,17.0
5/5/2007,21:51:00,1.890,0.228,230.680,8.200,1.000,0.000,16.0
3/2/2007,08:49:00,0.462,0.254,244.140,2.200,0.000,0.000,0.0
2/10/2008,00:29:00,1.290,0.046,239.390,5.400,0.000,0.000,19.0
14/4/2007,15:27:00,0.328,0.144,239.850,1.400,0.000,0.000,0.0
26/5/2010,20:36:00,1.738,0.264,240.740,7.400,0.000,18.000,1.0
31/1/2009,22:27:00,3.194,0.170,240.800,13.200,1.000,0.000,18.0
20/3/2009,08:33:00,1.380,0.058,243.240,5.600,0.000,0.000,19.0
4/3/2007,14:34:00,0.334,0.112,242.380,1.400,0.000,1.000,0.0
23/5/2008,18:50:00,1.388,0.234,238.410,5.800,0.000,2.000,18.0
17/3/2010,12:49:00,3.434,0.344,239.300,14.600,0.000,33.000,19.0
26/2/2007,00:25:00,0.230,0.000,245.030,1.000,0.000,0.000,0.0
27/4/2008,00:58:00,1.078,0.078,241.420,4.400,0.000,0.000,1.0
5/9/2010,09:02:00,0.222,0.080,241.300,1.000,0.000,0.000,1.0
14/10/2008,01:48:00,1.420,0.094,240.990,5.800,0.000,0.000,18.0
30/4/2007,13:25:00,?,?,?,?,?,?,
28/8/2009,10:06:00,0.972,0.208,239.150,4.200,0.000,0.000,13.0
28/12/2008,19:31:00,0.208,0.000,240.820,0.800,0.000,0.000,0.0
13/6/2010,13:35:00,2.146,0.352,240.150,9.000,1.000,0.000,18.0
10/12/2008,09:39:00,2.202,0.382,241.540,9.200,1.000,0.000,18.0
27/4/2008,12:41:00,0.420,0.098,239.790,1.800,0.000,0.000,1.0
19/1/2008,11:36:00,0.540,0.000,239.390,3.000,0.000,0.000,0.0
20/2/2007,06:12:00,2.332,0.000,240.970,9.600,0.000,0.000,0.0
25/1/2008,11:16:00,1.602,0.096,238.080,6.800,0.000,0.000,18.0
21/7/2007,10:16:00,0.216,0.100,234.470,1.000,0.000,0.000,0.0
16/8/2007,15:17:00,0.200,0.134,239.330,1.000,0.000,0.000,0.0
22/3/2007,11:39:00,1.382,0.068,239.040,5.800,0.000,0.000,18.0
15/12/2007,17:47:00,7.496,0.116,230.260,33.000,36.000,0.000,16.0
10/5/2008,01:09:00,0.258,0.000,243.080,1.000,0.000,0.000,1.0
18/1/2010,02:14:00,0.332,0.090,243.570,1.400,0.000,0.000,1.0
27/5/2007,07:52:00,0.406,0.050,236.750,2.000,0.000,0.000,0.0
5/11/2008,20:28:00,2.170,0.438,237.010,9.600,1.000,2.000,0.0
22/11/2008,00:20:00,0.332,0.058,244.220,1.400,0.000,0.000,0.0
9/9/2009,01:04:00,0.278,0.104,243.600,1.200,0.000,1.000,1.0
26/10/2007,18:23:00,0.746,0.052,240.930,3.200,0.000,0.000,0.0
6/5/2009,04:21:00,0.452,0.212,240.870,2.000,0.000,1.000,1.0
25/4/2007,07:21:00,0.874,0.244,235.150,3.800,0.000,2.000,0.0
9/11/2009,17:41:00,0.848,0.000,238.600,3.400,0.000,0.000,1.0
13/2/2010,04:24:00,0.254,0.052,247.040,1.000,0.000,0.000,1.0
25/8/2008,23:59:00,0.080,0.000,239.050,0.200,0.000,0.000,1.0
8/9/2010,18:16:00,0.816,0.074,241.020,3.400,0.000,0.000,1.0
27/2/2008,05:00:00,0.320,0.104,239.500,1.400,0.000,0.000,0.0
15/3/2007,05:45:00,0.246,0.000,240.970,1.000,0.000,0.000,0.0
24/6/2007,10:09:00,0.138,0.000,242.020,0.600,0.000,0.000,0.0
8/12/2008,21:44:00,1.018,0.046,242.580,4.200,0.000,0.000,0.0
26/12/2007,20:27:00,0.424,0.108,240.290,1.800,0.000,1.000,0.0
29/3/2010,03:32:00,0.332,0.124,245.980,1.400,0.000,2.000,1.0
4/8/2007,20:43:00,0.308,0.000,236.680,1.600,0.000,0.000,0.0
18/1/2008,14:14:00,1.626,0.202,243.020,6.800,0.000,0.000,18.0
8/11/2008,05:04:00,0.338,0.078,240.970,1.600,0.000,0.000,0.0
19/8/2010,17:38:00,?,?,?,?,?,?,
16/10/2008,12:35:00,1.316,0.094,240.140,5.400,0.000,0.000,11.0
7/7/2009,12:05:00,0.228,0.112,241.630,1.000,0.000,1.000,0.0
6/3/2009,19:26:00,1.502,0.212,238.030,6.200,0.000,0.000,0.0
5/6/2010,09:32:00,1.294,0.000,240.740,5.400,0.000,0.000,18.0
21/3/2009,03:54:00,0.300,0.104,244.890,1.200,0.000,1.000,0.0
13/7/2007,16:17:00,0.322,0.164,241.600,1.600,0.000,0.000,0.0
1/11/2008,16:56:00,1.506,0.062,241.010,6.200,0.000,0.000,18.0
11/10/2008,14:18:00,3.490,0.140,238.820,14.800,2.000,36.000,18.0
20/9/2009,21:29:00,2.056,0.064,241.290,8.400,1.000,0.000,1.0
19/1/2008,00:52:00,0.222,0.000,240.410,1.000,0.000,0.000,0.0
17/4/2008,19:07:00,0.646,0.142,242.330,4.000,0.000,0.000,1.0
4/3/2007,12:47:00,0.292,0.090,242.130,1.200,0.000,0.000,0.0
28/2/2008,10:49:00,0.308,0.100,238.010,1.400,0.000,0.000,0.0
18/8/2008,08:28:00,0.184,0.140,241.470,1.000,0.000,0.000,1.0
26/5/2009,21:55:00,1.362,0.000,227.470,6.000,1.000,0.000,1.0
19/6/2008,09:48:00,1.336,0.196,238.720,5.600,0.000,1.000,18.0
9/2/2007,18:55:00,1.770,0.134,235.020,7.600,0.000,0.000,0.0
8/8/2009,20:19:00,0.138,0.000,242.960,0.600,0.000,0.000,1.0
19/12/2007,11:23:00,1.452,0.190,241.330,6.000,0.000,0.000,18.0
23/5/2010,06:45:00,0.268,0.000,242.660,1.200,0.000,0.000,1.0
14/1/2008,17:10:00,0.386,0.000,239.750,1.800,0.000,0.000,0.0
7/11/2009,00:11:00,0.290,0.090,241.890,1.200,0.000,0.000,0.0
6/10/2010,18:31:00,0.532,0.048,241.310,2.200,0.000,2.000,1.0
11/4/2010,08:45:00,0.442,0.090,239.570,1.800,0.000,0.000,1.0
3/1/2008,17:50:00,2.650,0.046,239.980,11.000,0.000,0.000,17.0
18/4/2009,07:05:00,0.948,0.132,243.310,4.000,0.000,1.000,11.0
29/8/2009,00:57:00,0.304,0.246,240.880,1.600,0.000,0.000,1.0
18/1/2009,04:18:00,0.324,0.084,248.600,1.400,0.000,0.000,0.0
15/1/2007,08:20:00,2.960,0.278,237.450,12.400,0.000,2.000,18.0
1/9/2009,17:18:00,0.440,0.210,240.980,2.000,0.000,0.000,1.0
12/6/2009,20:34:00,0.688,0.186,241.550,2.800,0.000,1.000,0.0
7/4/2008,21:29:00,2.874,0.060,240.200,12.200,0.000,0.000,4.0
20/4/2008,21:04:00,7.756,0.348,232.110,33.400,1.000,72.000,17.0
6/9/2010,23:32:00,0.360,0.082,245.760,1.600,0.000,0.000,1.0
22/4/2008,15:14:00,3.686,0.234,239.500,15.400,0.000,38.000,19.0
20/4/2008,08:31:00,0.332,0.082,242.690,1.400,0.000,0.000,0.0
3/10/2009,14:39:00,1.594,0.064,240.170,6.600,0.000,1.000,18.0
7/3/2007,20:52:00,2.678,0.214,238.330,11.200,0.000,2.000,18.0
28/5/2009,21:35:00,1.970,0.000,237.820,8.200,0.000,0.000,18.0
24/11/2009,15:44:00,0.892,0.000,245.930,3.600,0.000,0.000,0.0
1/5/2008,13:59:00,0.412,0.212,239.810,1.800,0.000,0.000,1.0
30/5/2007,05:56:00,0.316,0.074,236.310,1.400,0.000,0.000,0.0
24/7/2008,09:08:00,1.396,0.094,236.110,5.800,0.000,0.000,17.0
29/6/2007,16:37:00,0.386,0.234,242.620,2.000,0.000,2.000,0.0
11/1/2010,23:25:00,1.362,0.000,245.670,5.400,0.000,0.000,20.0
30/5/2009,18:02:00,3.820,0.062,238.030,16.000,0.000,38.000,18.0
21/4/2008,10:56:00,1.502,0.216,242.400,6.200,0.000,0.000,18.0
23/12/2008,04:48:00,0.214,0.000,243.270,0.800,0.000,0.000,0.0
8/12/2007,16:08:00,2.596,0.258,241.260,10.800,0.000,3.000,18.0
5/3/2010,20:04:00,1.610,0.340,241.770,6.800,0.000,2.000,1.0
15/2/2007,20:38:00,2.914,0.196,237.400,12.200,0.000,2.000,17.0
20/11/2010,08:42:00,1.42,0.094,241.94,5.8,0.0,0.0,18.0
28/5/2009,10:18:00,1.428,0.258,228.170,6.200,0.000,2.000,17.0
3/11/2010,16:00:00,0.43,0.216,245.1,2.0,0.0,1.0,1.0
29/3/2007,02:11:00,0.322,0.140,245.480,1.400,0.000,0.000,0.0
20/2/2010,19:17:00,2.438,0.180,239.450,10.200,0.000,2.000,18.0
26/7/2007,22:53:00,0.204,0.070,236.240,1.000,0.000,1.000,0.0
8/6/2008,19:12:00,0.682,0.052,237.880,3.200,0.000,0.000,1.0
13/8/2008,18:54:00,0.466,0.080,240.950,2.400,0.000,0.000,7.0
6/2/2010,10:36:00,2.624,0.796,237.900,11.400,0.000,2.000,18.0
19/2/2009,16:21:00,0.304,0.094,244.740,1.400,0.000,0.000,0.0
18/12/2007,23:42:00,0.964,0.000,243.160,4.000,0.000,0.000,0.0
18/8/2010,12:22:00,?,?,?,?,?,?,
29/1/2009,03:32:00,0.220,0.064,244.690,1.000,0.000,0.000,0.0
17/2/2010,15:03:00,2.828,0.222,244.130,11.600,0.000,39.000,1.0
5/8/2007,19:02:00,0.102,0.000,236.870,0.400,0.000,0.000,0.0
7/7/2008,12:11:00,0.304,0.220,239.500,1.600,0.000,0.000,1.0
18/5/2009,10:38:00,1.310,0.046,241.140,5.400,0.000,0.000,18.0
12/10/2007,11:15:00,0.734,0.052,237.580,3.000,0.000,1.000,0.0
12/10/2007,10:05:00,1.452,0.188,238.180,6.000,0.000,1.000,17.0
27/2/2008,18:18:00,0.210,0.000,237.750,0.800,0.000,0.000,0.0
21/3/2007,03:18:00,0.412,0.242,244.050,2.000,0.000,2.000,0.0
27/4/2010,12:11:00,1.604,0.338,241.780,6.800,0.000,1.000,19.0
17/7/2009,08:06:00,0.370,0.162,239.780,1.600,0.000,2.000,0.0
31/5/2007,18:34:00,0.752,0.066,233.570,3.400,0.000,0.000,0.0
10/12/2007,17:27:00,1.282,0.160,239.330,5.400,0.000,0.000,0.0
16/5/2009,07:39:00,0.780,0.122,240.290,4.200,0.000,0.000,1.0
26/3/2007,11:51:00,1.506,0.000,238.480,6.400,0.000,0.000,18.0
26/3/2009,00:57:00,0.302,0.056,243.950,1.400,0.000,0.000,0.0
22/12/2007,14:14:00,7.918,0.088,234.570,33.600,37.000,72.000,17.0
24/9/2009,07:28:00,3.016,0.290,237.090,13.000,0.000,1.000,18.0
6/7/2008,08:17:00,0.578,0.000,241.450,3.400,0.000,0.000,0.0
18/1/2007,19:52:00,2.328,0.000,239.890,9.600,0.000,0.000,17.0
17/8/2008,14:59:00,0.154,0.122,239.920,0.800,0.000,0.000,1.0
21/10/2010,01:07:00,0.550,0.318,242.710,2.600,0.000,1.000,1.0
8/7/2007,01:35:00,0.314,0.108,241.240,1.400,0.000,0.000,0.0
9/10/2009,07:44:00,2.200,0.220,237.430,9.200,0.000,1.000,18.0
28/1/2008,16:47:00,0.416,0.094,245.740,1.800,0.000,1.000,0.0
8/2/2008,06:38:00,3.524,0.066,238.800,16.400,0.000,0.000,0.0
2/5/2009,10:22:00,1.574,0.212,240.090,6.600,0.000,0.000,19.0
23/10/2009,02:03:00,0.306,0.000,243.680,1.400,0.000,0.000,1.0
11/6/2007,18:44:00,0.256,0.118,240.500,1.200,0.000,2.000,0.0
27/9/2010,10:12:00,?,?,?,?,?,?,
22/5/2008,08:28:00,1.462,0.098,237.710,6.200,0.000,1.000,18.0
13/7/2007,18:12:00,0.236,0.128,241.260,1.000,0.000,0.000,0.0
28/5/2010,21:50:00,0.650,0.000,238.760,2.600,1.000,0.000,1.0
29/3/2007,15:53:00,0.310,0.094,237.640,1.400,0.000,0.000,0.0
16/2/2007,15:13:00,0.450,0.266,245.050,2.200,0.000,0.000,0.0
5/3/2010,06:27:00,0.546,0.110,244.200,2.200,0.000,0.000,0.0
22/8/2010,12:20:00,?,?,?,?,?,?,
10/8/2007,08:42:00,1.972,0.000,231.380,8.400,0.000,0.000,16.0
14/5/2010,18:03:00,1.974,0.182,239.240,8.200,0.000,0.000,29.0
11/11/2008,21:19:00,2.060,0.000,240.190,8.600,2.000,0.000,18.0
28/4/2007,22:50:00,?,?,?,?,?,?,
9/6/2009,19:05:00,0.404,0.240,244.570,2.000,0.000,0.000,0.0
3/4/2009,09:58:00,1.328,0.000,239.370,5.400,0.000,0.000,18.0
18/7/2008,13:39:00,0.618,0.114,240.450,2.600,0.000,0.000,0.0
24/7/2009,04:41:00,0.200,0.098,241.060,0.800,0.000,0.000,1.0
8/8/2007,08:13:00,0.176,0.088,233.340,0.800,0.000,0.000,0.0
26/5/2007,23:53:00,0.490,0.076,236.690,2.200,0.000,0.000,0.0
18/5/2008,21:25:00,6.414,0.270,235.570,27.200,37.000,21.000,18.0
30/12/2009,18:48:00,1.468,0.296,241.320,6.200,0.000,0.000,1.0
20/3/2008,04:57:00,0.228,0.000,244.740,1.000,0.000,0.000,0.0
22/10/2010,13:11:00,1.450,0.078,244.200,5.800,0.000,0.000,19.0
19/9/2007,05:12:00,0.208,0.102,240.120,1.000,0.000,0.000,0.0
10/1/2010,11:47:00,4.760,0.530,239.120,20.200,39.000,0.000,18.0
23/7/2007,21:34:00,0.580,0.116,235.340,2.800,1.000,0.000,0.0
11/6/2007,04:14:00,0.194,0.070,240.630,0.800,0.000,0.000,0.0
23/11/2007,11:06:00,1.340,0.054,238.500,5.600,0.000,0.000,17.0
4/5/2010,19:11:00,0.796,0.190,235.210,3.400,0.000,2.000,1.0
22/3/2009,16:23:00,2.454,0.198,239.980,10.200,1.000,3.000,17.0
26/5/2009,15:28:00,0.382,0.178,232.810,1.800,0.000,0.000,1.0
11/7/2008,20:41:00,2.702,0.222,240.920,11.200,40.000,1.000,1.0
9/6/2007,04:04:00,0.374,0.238,241.280,1.800,0.000,1.000,0.0
24/4/2008,21:12:00,1.288,0.276,235.850,5.600,0.000,0.000,1.0
23/11/2010,18:04:00,1.132,0.096,234.95,4.8,0.0,0.0,0.0
17/6/2010,07:44:00,0.798,0.000,239.750,3.400,0.000,0.000,1.0
7/4/2008,19:05:00,3.522,0.590,242.230,15.000,40.000,11.000,1.0
12/1/2009,04:45:00,0.302,0.088,250.270,1.200,0.000,2.000,0.0
18/6/2007,10:01:00,1.228,0.112,237.440,5.200,0.000,0.000,18.0
7/11/2010,07:54:00,0.766,0.324,241.9,3.8,0.0,1.0,1.0
30/5/2009,09:43:00,1.626,0.186,239.930,6.800,0.000,0.000,19.0
8/4/2010,11:23:00,1.388,0.080,240.520,5.600,0.000,0.000,19.0
4/7/2010,23:05:00,0.620,0.212,240.350,2.800,0.000,0.000,0.0
24/12/2006,04:28:00,0.626,0.000,245.280,4.200,0.000,0.000,0.0
26/4/2009,17:28:00,2.582,0.158,242.310,10.600,0.000,18.000,19.0
