,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
13138,0.264,0.114,239.09,1.2,0,0,1,18,7,1
13139,0.358,0.076,248.07,1.4,0,0,0,20,12,0
13140,0.864,0.344,242.94,3.8,0,1,0,24,6,1
13141,0.67,0.368,242.42,3.2,0,1,0,30,3,1
13142,0.222,0.0,244.78,1.0,0,0,0,20,12,0
13143,0.39,0.07,240.42,1.6,0,0,1,13,5,1
13144,1.526,0.174,237.93,6.4,0,0,18,16,6,18
13145,0.362,0.166,234.8,2.0,0,0,0,5,8,0
13146,2.592,0.096,238.84,10.8,0,0,18,27,11,18
13147,0.224,0.0,246.88,0.8,0,0,0,21,3,0
13148,0.164,0.0,243.18,0.6,0,0,1,27,5,1
13149,3.0,0.126,237.59,13.8,0,1,0,13,6,1
13150,0.42,0.16,234.77,2.0,0,0,0,26,5,0
13151,2.786,0.146,242.99,12.4,12,0,1,25,4,13
13152,0.268,0.0,243.0,1.2,0,0,0,6,4,0
13153,0.13,0.0,239.76,0.6,0,0,0,15,8,0
13154,1.296,0.052,241.24,5.4,0,0,17,29,11,17
13155,0.286,0.0,245.87,1.2,0,0,0,5,2,0
13156,3.354,0.248,237.67,14.0,0,1,18,3,2,19
13157,1.172,0.076,233.1,5.0,0,0,16,1,8,16
13158,0.296,0.0,241.94,1.2,0,0,0,3,1,0
13159,1.364,0.076,241.17,5.6,0,0,19,20,9,19
13160,0.312,0.108,240.88,1.4,0,0,0,25,2,0
13161,0.956,0.366,245.61,4.0,0,1,1,7,10,2
13162,1.308,0.052,241.58,5.4,0,0,18,28,11,18
13163,0.352,0.204,242.77,1.6,0,1,0,2,9,1
13164,2.124,0.192,242.97,8.8,0,2,18,17,1,20
13165,0.292,0.066,241.5,1.2,0,1,0,13,12,1
13166,0.418,0.346,241.44,2.2,0,1,0,4,7,1
13167,0.248,0.0,246.47,1.0,0,0,1,8,1,1
13168,3.03,0.322,236.3,12.8,0,1,18,23,5,19
13169,0.436,0.22,243.73,2.0,0,0,1,6,4,1
13170,1.842,0.066,237.05,8.6,0,9,18,3,6,27
13171,1.55,0.342,243.26,6.4,0,1,18,2,4,19
13172,0.748,0.094,241.71,3.0,0,1,1,16,6,2
13173,0.866,0.192,236.1,3.6,0,0,11,27,6,11
13174,1.86,0.0,242.64,7.6,0,0,0,30,3,0
13175,0.668,0.108,240.72,2.8,0,1,0,1,4,1
13176,1.036,0.446,241.61,4.6,0,0,12,9,8,12
13177,1.344,0.196,245.96,5.4,0,1,0,24,10,1
13178,1.314,0.454,240.74,5.8,0,2,10,1,7,12
13179,1.408,0.112,239.25,5.8,0,0,18,6,5,18
13180,0.406,0.112,243.12,1.8,0,0,0,5,4,0
13181,2.07,0.136,235.58,8.8,0,1,18,27,7,19
13182,1.182,0.518,242.02,5.2,0,1,11,6,10,12
13183,2.036,0.344,238.08,8.6,0,0,29,28,9,29
13184,0.332,0.202,238.18,1.6,0,1,1,13,9,2
13185,0.306,0.07,241.01,1.2,0,0,0,14,11,0
13186,0.556,0.13,242.94,2.2,0,0,1,23,5,1
13187,1.982,0.156,242.06,8.2,0,0,27,15,3,27
13188,0.236,0.14,241.88,1.2,0,0,0,19,4,0
13189,1.36,0.0,241.45,5.6,0,0,18,14,2,18
13190,1.534,0.116,240.62,6.4,0,0,1,21,11,1
13191,0.554,0.048,241.17,2.2,0,3,0,8,6,3
13192,0.23,0.108,242.78,1.0,0,2,1,18,6,3
13193,2.274,0.22,242.9,10.2,1,25,0,20,12,26
13194,0.206,0.0,245.82,0.8,0,0,0,23,12,0
13195,0.272,0.146,241.33,1.4,0,0,0,8,9,0
13196,1.338,0.046,239.21,5.6,0,0,18,16,5,18
13197,0.426,0.228,243.53,2.0,0,1,1,6,4,2
13198,0.96,0.0,247.24,3.8,0,2,0,30,12,2
13199,0.22,0.0,246.67,1.0,0,0,0,27,1,0
13200,1.644,0.44,242.61,7.0,0,0,12,17,4,12
13201,0.314,0.222,243.77,1.6,0,2,1,8,8,3
13202,2.544,0.082,239.24,10.6,0,2,17,5,9,19
13203,4.73,0.334,238.75,19.8,38,0,25,24,5,63
13204,3.324,0.178,236.36,14.0,1,0,18,30,9,19
13205,1.342,0.104,240.51,5.6,0,2,18,14,6,20
13206,0.128,0.0,241.64,0.6,0,0,0,6,7,0
13207,0.348,0.062,246.24,1.4,0,0,0,23,1,0
13208,0.344,0.106,240.99,1.4,0,0,1,5,5,1
13209,0.592,0.0,242.48,2.4,0,0,1,19,5,1
13210,1.714,0.0,241.68,7.0,1,6,18,28,1,25
13211,1.252,0.05,236.41,5.2,0,0,17,13,1,17
13212,0.33,0.09,239.08,1.4,0,0,0,28,3,0
13213,0.5,0.284,238.42,2.4,0,1,0,5,5,1
13214,1.87,0.216,240.61,7.8,0,1,18,3,2,19
13215,1.39,0.124,237.79,5.8,1,0,18,14,10,19
13216,0.438,0.268,246.59,2.0,0,2,0,12,1,2
13217,1.524,0.078,238.3,6.4,0,1,18,31,7,19
13218,2.982,0.33,240.31,12.8,0,0,18,2,1,18
13219,2.212,0.25,240.35,9.2,0,0,18,22,11,18
13220,1.856,0.0,239.47,7.6,0,0,0,5,2,0
13221,0.432,0.0,241.75,2.0,0,0,0,7,10,0
13222,0.352,0.092,240.39,1.4,0,0,0,30,6,0
13223,0.494,0.06,241.86,2.2,0,0,0,7,10,0
13224,0.332,0.084,241.92,1.4,0,0,1,27,4,1
13225,1.406,0.05,237.93,5.8,0,0,18,11,10,18
13226,0.234,0.0,242.1,1.0,0,0,0,31,12,0
13227,5.99,0.214,232.55,25.8,36,24,17,18,5,77
13228,1.464,0.18,240.79,6.0,0,0,0,30,10,0
13229,0.176,0.0,240.0,0.8,0,0,1,1,6,1
13230,0.47,0.354,242.13,2.4,0,1,1,2,7,2
13231,0.202,0.0,238.96,0.8,0,0,0,29,10,0
13232,2.26,0.368,242.08,10.2,0,0,0,30,11,0
13233,0.322,0.09,240.77,1.4,0,0,0,19,3,0
13234,0.422,0.074,236.26,2.0,0,2,0,16,7,2
13235,2.372,0.074,240.82,9.8,0,1,0,22,2,1
13236,0.144,0.0,242.4,0.6,0,0,1,10,7,1
13237,2.668,0.106,240.57,11.0,0,0,18,30,11,18
13238,2.422,0.076,241.38,10.0,1,0,18,7,4,19
13239,0.258,0.046,245.77,1.0,0,0,0,14,1,0
13240,0.29,0.216,242.77,1.4,0,0,0,19,9,0
13241,0.238,0.124,241.59,1.0,0,1,1,25,8,2
13242,0.21,0.078,241.25,1.0,0,0,0,27,9,0
13243,0.578,0.116,241.34,2.4,0,0,0,7,6,0
13244,0.412,0.258,245.25,2.0,0,1,0,13,12,1
13245,0.714,0.086,240.53,3.0,0,0,0,11,3,0
13246,1.642,0.11,238.04,6.8,0,0,18,18,4,18
13247,0.362,0.124,244.06,1.6,0,0,1,10,4,1
13248,1.808,0.356,242.14,7.6,1,1,18,23,2,20
13249,0.262,0.0,242.99,1.2,0,0,0,10,2,0
13250,1.584,0.176,241.79,6.6,0,0,1,2,5,1
13251,0.318,0.0,236.1,1.4,0,0,0,3,11,0
13252,1.67,0.0,242.32,6.8,0,0,19,1,12,19
13253,0.484,0.19,241.26,2.2,0,0,0,20,10,0
13254,0.246,0.14,243.05,1.2,0,0,1,4,8,1
13255,0.408,0.342,240.13,2.2,0,2,0,31,7,2
13256,4.5,0.328,236.43,19.2,0,29,17,15,1,46
13257,0.25,0.058,245.25,1.0,0,0,1,10,2,1
13258,0.294,0.058,237.44,1.2,0,0,0,19,5,0
13259,0.144,0.054,240.73,0.6,0,0,1,23,9,1
13260,0.304,0.07,241.32,1.2,0,0,0,25,10,0
13261,0.246,0.0,241.03,1.2,0,0,1,2,9,1
13262,0.56,0.128,244.19,2.2,1,1,0,5,7,2
13263,1.572,0.25,240.62,7.4,0,0,0,3,9,0
13264,0.268,0.054,240.87,1.2,0,0,0,20,2,0
13265,1.412,0.052,241.03,5.8,0,0,19,20,5,19
13266,0.234,0.0,244.66,1.0,0,0,0,31,12,0
13267,2.284,0.0,238.99,9.4,0,0,0,3,2,0
13268,1.328,0.0,242.34,5.4,0,0,18,14,12,18
13269,1.814,0.136,234.09,7.8,1,3,16,28,7,20
13270,0.312,0.218,239.39,1.6,0,0,1,23,7,1
13271,0.95,0.482,239.64,4.4,0,1,11,22,8,12
13272,1.738,0.202,239.82,7.2,1,0,18,24,5,19
13273,0.312,0.082,243.02,1.2,0,1,1,29,4,2
13274,0.332,0.224,243.29,1.6,0,2,1,21,9,3
13275,0.296,0.084,241.11,1.2,0,1,0,7,4,1
13276,1.27,0.0,240.56,5.2,0,0,18,23,5,18
13277,0.23,0.11,242.2,1.0,0,0,0,10,6,0
13278,1.562,0.212,239.94,6.6,0,0,18,13,6,18
13279,0.966,0.442,245.07,4.2,0,1,1,30,11,2
13280,2.612,0.0,234.35,11.4,0,0,17,21,2,17
13281,0.438,0.21,238.58,2.0,0,1,0,4,5,1
13282,1.492,0.166,241.4,6.4,0,21,0,15,3,21
13283,3.406,0.208,241.57,14.0,38,1,1,19,5,40
13284,1.366,0.074,238.21,5.8,0,0,17,6,3,17
13285,2.256,0.0,240.26,9.4,0,0,19,17,9,19
13286,0.216,0.064,246.15,1.0,0,0,0,18,1,0
13287,1.42,0.054,242.67,5.8,0,0,19,12,2,19
13288,0.326,0.1,248.21,1.4,0,0,1,18,12,1
13289,1.38,0.056,244.39,5.6,0,0,18,28,12,18
13290,0.254,0.136,242.16,1.2,0,0,0,11,5,0
13291,0.338,0.218,242.08,1.6,0,0,1,13,9,1
13292,0.284,0.058,240.86,1.2,0,0,0,28,12,0
13293,4.552,0.274,237.12,19.6,0,28,17,19,2,45
13294,1.534,0.054,238.55,6.4,1,0,18,1,6,19
13295,1.258,0.0,238.66,5.2,0,0,18,14,7,18
13296,0.358,0.188,241.25,1.8,1,1,0,21,5,2
13297,0.278,0.116,243.88,1.2,0,1,1,11,7,2
13298,1.646,0.098,241.75,6.8,0,3,19,14,10,22
13299,1.108,0.128,237.66,5.8,0,1,1,11,10,2
13300,0.316,0.078,245.28,1.4,0,0,0,20,11,0
13301,1.676,0.046,238.56,7.0,0,0,1,12,10,1
13302,1.454,0.088,239.91,6.0,0,0,18,2,4,18
13303,0.302,0.076,245.25,1.2,0,0,0,3,2,0
13304,2.816,0.444,242.83,11.8,0,0,28,14,12,28
13305,3.592,0.094,238.5,15.0,0,36,17,27,11,53
13306,2.978,0.086,237.64,12.6,0,0,18,31,12,18
13307,1.962,0.1,240.86,8.0,0,0,19,23,2,19
13308,1.368,0.072,241.27,5.6,0,0,17,2,12,17
13309,0.866,0.07,248.93,3.4,0,0,1,9,2,1
13310,0.342,0.106,241.58,1.4,0,0,1,9,5,1
13311,0.238,0.0,241.61,1.0,0,0,1,23,3,1
13312,0.156,0.12,239.26,0.8,0,0,1,12,8,1
13313,1.272,0.0,238.83,5.2,1,0,1,28,5,2
13314,0.206,0.0,241.81,0.8,0,0,0,25,10,0
13315,4.454,0.084,239.57,18.8,0,0,18,24,12,18
13316,2.112,0.354,236.73,9.0,0,2,30,9,10,32
13317,0.3,0.07,237.96,1.2,0,1,0,16,10,1
13318,0.678,0.206,242.25,2.8,0,0,0,14,10,0
13319,1.362,0.0,239.34,5.6,1,0,17,14,11,18
13320,2.6,0.08,235.86,11.0,37,0,1,5,7,38
13321,1.298,0.0,237.72,5.4,0,0,17,14,8,17
13322,0.452,0.23,243.86,2.2,1,0,0,4,9,1
13323,2.668,0.37,242.48,11.2,0,37,1,11,4,38
13324,0.236,0.0,237.37,1.0,0,0,1,4,5,1
13325,3.466,0.31,236.52,14.6,0,1,18,7,10,19
13326,0.604,0.196,242.58,2.8,0,1,0,2,11,1
13327,4.99,0.084,242.11,20.6,0,76,0,17,1,76
13328,0.308,0.072,242.75,1.2,0,0,1,2,4,1
13329,0.28,0.052,232.27,1.2,0,0,0,6,2,0
13330,0.302,0.088,242.3,1.2,0,0,0,5,11,0
13331,1.388,0.072,238.88,5.8,2,0,18,22,9,20
13332,0.316,0.096,245.05,1.4,0,0,0,11,4,0
13333,3.3,0.242,237.27,13.8,0,0,17,24,10,17
13334,0.234,0.0,241.68,1.0,0,0,1,14,5,1
13335,1.27,0.0,237.48,5.2,0,0,18,30,9,18
13336,0.394,0.0,244.78,1.8,0,0,0,16,1,0
13337,0.228,0.126,240.34,1.0,0,0,1,24,7,1
13338,4.104,0.172,233.31,17.6,0,35,16,4,11,51
13339,3.512,0.108,237.74,14.6,37,1,17,11,8,55
13340,2.29,0.102,236.87,9.6,0,0,17,10,2,17
13341,2.154,0.082,238.76,9.4,0,0,17,2,2,17
13342,1.4,0.102,241.37,5.8,0,0,19,21,1,19
13343,0.322,0.08,241.09,1.4,0,0,0,4,10,0
13344,0.258,0.0,239.44,1.0,0,0,1,11,5,1
13345,0.224,0.0,242.94,1.0,0,0,0,5,3,0
13346,3.554,0.154,237.25,15.4,31,0,18,28,5,49
13347,1.554,0.0,242.37,6.4,0,0,18,17,11,18
13348,5.174,0.0,237.86,22.2,20,0,17,13,1,37
13349,0.344,0.246,238.24,1.8,0,1,0,23,5,1
13350,0.378,0.216,242.12,1.8,0,0,0,4,11,0
13351,1.418,0.124,240.44,5.8,0,0,17,4,2,17
13352,0.26,0.118,240.31,1.2,0,0,1,6,8,1
13353,1.71,0.06,232.09,7.4,0,0,16,29,5,16
13354,1.446,0.108,242.29,6.0,0,0,18,10,4,18
13355,1.286,0.09,240.73,5.2,0,0,18,30,9,18
13356,1.848,0.0,242.56,7.6,0,6,18,4,4,24
13357,0.35,0.102,243.67,1.4,0,2,0,4,3,2
13358,1.276,0.0,239.08,5.2,0,0,18,23,11,18
13359,0.764,0.192,243.12,3.2,0,1,0,21,4,1
13360,2.348,0.134,240.87,10.4,0,0,18,10,2,18
13361,1.406,0.15,238.76,5.8,0,2,17,25,10,19
13362,0.25,0.088,241.17,1.0,0,0,0,15,9,0
13363,3.076,0.194,232.13,13.2,0,0,17,4,2,17
13364,0.468,0.346,243.53,2.4,0,1,0,1,11,1
13365,1.826,0.448,236.33,8.6,0,1,18,25,5,19
13366,0.208,0.0,241.83,0.8,0,0,0,4,11,0
13367,2.444,0.1,239.33,10.2,0,0,17,6,2,17
13368,1.57,0.0,245.28,6.4,0,0,19,14,1,19
13369,2.14,0.28,240.1,9.0,0,0,28,15,1,28
13370,0.362,0.076,238.16,1.6,0,0,1,31,8,1
13371,1.304,0.098,239.38,5.4,1,0,18,22,8,19
13372,0.252,0.248,238.5,1.4,0,0,0,23,8,0
13373,2.514,0.078,242.9,10.4,0,0,18,23,4,18
13374,0.218,0.106,237.8,1.0,0,0,0,5,9,0
13375,0.366,0.096,239.25,1.6,0,0,1,13,7,1
13376,1.354,0.176,238.66,5.6,1,1,18,29,8,20
13377,0.2,0.0,243.21,0.8,0,0,1,17,9,1
13378,2.94,0.306,237.24,12.4,0,0,18,30,1,18
13379,0.25,0.0,242.32,1.0,0,0,1,13,5,1
13380,1.682,0.0,238.14,7.0,0,0,0,4,2,0
13381,0.38,0.196,236.88,1.8,0,0,0,24,2,0
13382,0.304,0.102,239.85,1.2,0,0,0,27,10,0
13383,2.95,0.062,238.46,13.0,1,29,18,27,9,48
13384,0.856,0.282,242.74,3.6,0,0,12,26,8,12
13385,0.932,0.414,243.39,4.2,0,1,11,20,8,12
13386,0.25,0.122,240.17,1.2,0,0,1,21,5,1
13387,2.836,0.33,240.09,11.8,39,0,1,15,9,40
13388,1.346,0.068,242.18,5.6,0,0,18,7,1,18
13389,0.438,0.322,241.22,2.2,0,2,1,5,6,3
13390,1.934,0.216,244.92,8.0,0,0,1,15,12,1
13391,1.426,0.058,237.41,6.0,0,0,17,14,1,17
13392,3.78,0.178,231.91,16.2,37,0,17,28,5,54
13393,0.474,0.346,241.25,2.4,0,2,0,11,4,2
13394,0.382,0.192,236.84,1.8,0,2,0,4,6,2
13395,2.5,0.436,239.14,10.6,0,2,19,9,9,21
13396,1.506,0.1,244.66,6.2,0,0,19,18,4,19
13397,0.27,0.094,241.98,1.2,0,0,0,2,6,0
13398,4.634,0.0,235.53,19.8,37,1,17,8,1,55
13399,1.956,0.104,239.53,8.2,0,0,17,7,11,17
13400,0.214,0.0,240.97,0.8,0,0,0,25,2,0
13401,3.362,0.424,238.06,14.2,0,2,18,12,4,20
13402,0.1,0.0,233.57,0.4,0,0,0,2,8,0
13403,2.134,0.088,240.12,8.8,0,0,18,17,11,18
13404,1.41,0.09,244.81,5.6,0,0,18,22,12,18
13405,0.184,0.0,242.01,0.8,0,0,1,17,6,1
13406,0.452,0.202,241.42,2.0,0,0,0,24,5,0
13407,1.2,0.0,234.28,5.0,0,0,17,4,5,17
13408,1.46,0.082,240.07,6.0,0,0,18,30,4,18
13409,0.198,0.202,242.57,1.2,0,2,0,18,8,2
13410,1.732,0.374,240.74,7.2,0,1,18,27,6,19
13411,0.67,0.118,241.67,2.8,0,0,0,20,2,0
13412,0.308,0.254,240.09,1.6,0,1,1,11,7,2
13413,0.456,0.072,240.96,2.0,0,0,0,7,3,0
13414,1.648,0.086,233.17,7.0,0,1,17,12,5,18
13415,0.914,0.284,243.15,3.8,0,1,1,10,10,2
13416,1.434,0.082,239.99,6.0,1,0,1,30,9,2
13417,1.25,0.05,232.36,5.4,0,0,16,1,5,16
13418,1.504,0.0,239.29,6.2,0,0,18,30,1,18
13419,0.718,0.072,239.1,3.2,0,1,1,6,9,2
13420,1.71,0.19,241.18,7.0,0,0,18,27,1,18
13421,0.422,0.058,243.82,1.8,0,0,1,14,10,1
13422,0.272,0.0,244.88,1.2,0,0,0,10,3,0
13423,1.634,0.148,236.54,7.4,0,22,0,24,7,22
13424,0.564,0.354,244.13,2.6,0,2,1,11,6,3
13425,1.35,0.428,243.36,5.8,0,0,12,19,9,12
13426,0.238,0.1,242.35,1.2,0,0,1,24,8,1
13427,0.476,0.21,241.94,2.2,0,0,0,5,7,0
13428,0.32,0.11,240.59,1.4,0,0,0,27,3,0
13429,0.458,0.208,240.89,2.0,0,0,1,24,5,1
13430,2.6,0.248,239.64,10.8,0,0,18,28,12,18
13431,2.668,0.152,238.94,11.2,0,38,0,8,9,38
13432,0.278,0.214,239.52,1.4,0,1,0,17,6,1
13433,0.392,0.21,241.6,1.8,0,0,1,13,9,1
13434,1.73,0.376,243.68,7.2,0,1,13,30,6,14
13435,1.808,0.202,241.0,7.6,0,0,12,14,7,12
13436,2.714,0.308,239.01,11.4,0,2,17,18,1,19
13437,1.948,0.278,243.05,8.0,0,2,18,6,2,20
13438,1.378,0.166,238.45,5.8,0,2,18,1,6,20
13439,0.148,0.0,242.6,0.6,0,0,0,22,7,0
13440,0.332,0.24,244.67,1.6,0,0,1,26,6,1
13441,0.154,0.0,244.22,0.6,0,0,1,26,9,1
13442,1.558,0.0,240.01,6.6,0,0,0,2,12,0
13443,1.134,0.0,235.57,4.8,0,0,17,11,8,17
13444,0.324,0.086,240.64,1.4,0,2,1,21,4,3
13445,0.148,0.0,240.37,0.6,0,0,1,18,8,1
13446,1.474,0.232,239.19,6.2,0,1,18,30,6,19
13447,1.722,0.354,238.32,7.2,0,0,18,26,4,18
13448,2.466,0.068,242.21,10.0,0,0,19,20,10,19
13449,0.21,0.0,239.71,0.8,0,0,0,7,6,0
13450,0.532,0.316,247.22,2.4,0,1,0,10,2,1
13451,3.406,0.126,237.53,15.0,23,0,18,16,10,41
13452,0.1,0.0,235.17,0.4,0,0,0,30,7,0
13453,0.218,0.0,242.85,0.8,0,0,0,3,3,0
13454,0.566,0.122,240.39,2.4,0,0,0,13,2,0
13455,0.104,0.0,236.12,0.4,0,0,0,11,8,0
13456,0.252,0.056,242.84,1.0,0,0,0,18,12,0
13457,0.124,0.0,235.05,0.6,0,0,0,26,7,0
13458,0.648,0.228,240.44,2.8,0,0,1,14,5,1
13459,0.226,0.134,242.02,1.0,0,0,0,12,7,0
13460,0.264,0.0,240.91,1.2,0,0,0,2,2,0
13461,0.228,0.0,246.45,1.0,0,0,0,26,3,0
13462,1.334,0.1,241.32,5.4,0,0,18,25,12,18
13463,0.184,0.096,241.18,0.8,0,1,0,21,9,1
13464,3.114,0.216,239.09,13.6,0,30,17,4,1,47
13465,0.248,0.158,242.82,1.2,0,0,1,26,7,1
13466,0.27,0.158,242.76,1.2,0,0,0,10,8,0
13467,1.124,0.114,242.89,4.6,0,1,0,2,7,1
13468,1.36,0.072,238.91,5.6,0,0,19,22,1,19
13469,0.828,0.196,239.27,3.6,0,0,12,16,7,12
13470,0.27,0.138,242.81,1.2,0,0,1,19,7,1
13471,0.36,0.102,245.88,1.6,0,0,0,22,12,0
13472,1.472,0.112,240.32,6.0,0,0,18,25,9,18
13473,0.15,0.0,242.91,0.6,0,0,0,17,8,0
13474,0.296,0.062,246.25,1.2,0,0,0,7,1,0
13475,0.308,0.122,247.69,1.2,0,2,0,18,12,2
13476,0.232,0.2,238.52,1.4,0,0,1,8,8,1
13477,0.304,0.114,243.38,1.2,0,0,0,29,10,0
13478,2.552,0.09,241.8,10.4,0,0,19,18,1,19
13479,1.91,0.0,237.75,8.0,0,4,18,6,11,22
13480,0.24,0.0,242.82,1.0,0,0,0,19,12,0
13481,0.386,0.236,239.87,1.8,0,0,0,16,8,0
13482,2.294,0.206,237.71,9.6,0,2,17,13,2,19
13483,0.522,0.0,241.65,2.2,0,0,0,4,11,0
13484,2.064,0.098,237.64,8.6,0,0,0,12,3,0
13485,0.402,0.114,242.64,1.6,0,1,1,19,7,2
13486,2.988,0.206,241.78,12.4,0,0,19,20,1,19
13487,1.996,0.1,239.07,8.4,0,0,0,27,12,0
13488,2.32,0.106,238.75,9.6,0,0,18,18,1,18
13489,1.364,0.058,241.46,5.6,1,0,0,21,2,1
13490,2.188,0.14,239.4,9.2,0,0,23,27,2,23
13491,0.246,0.0,245.24,1.0,0,0,0,21,11,0
13492,0.246,0.106,241.6,1.0,0,1,1,24,7,2
13493,0.32,0.092,241.63,1.4,0,0,0,16,3,0
13494,0.418,0.0,236.37,1.8,0,0,0,1,8,0
13495,1.484,0.136,245.47,6.0,0,0,20,30,12,20
13496,1.076,0.07,237.02,4.4,0,0,0,26,3,0
13497,2.53,0.062,237.05,10.6,0,0,17,15,12,17
13498,0.874,0.366,239.35,4.0,0,2,0,16,8,2
13499,0.328,0.094,242.0,1.4,0,1,1,5,11,2
13500,0.342,0.106,244.69,1.4,0,0,0,1,5,0
13501,1.93,0.124,241.37,8.0,0,0,18,2,9,18
13502,1.504,0.08,237.67,6.2,0,0,17,6,3,17
13503,0.284,0.086,244.9,1.2,0,0,0,31,10,0
13504,0.276,0.106,242.59,1.2,0,1,0,23,9,1
13505,0.218,0.0,244.86,0.8,0,0,0,13,3,0
13506,2.166,0.152,240.97,9.0,0,1,18,3,7,19
13507,2.584,0.238,235.81,11.0,0,2,18,2,10,20
13508,1.322,0.348,238.54,5.8,0,1,1,3,1,2
13509,0.208,0.046,241.03,1.0,0,0,1,26,9,1
13510,1.29,0.0,240.77,5.2,0,0,18,4,12,18
13511,0.254,0.126,240.49,1.2,0,0,1,24,7,1
13512,0.324,0.122,245.18,1.4,0,0,0,24,1,0
13513,1.986,0.154,239.55,8.2,0,0,0,9,12,0
13514,1.384,0.078,239.83,5.8,0,0,17,14,10,17
13515,0.164,0.138,239.45,0.8,0,1,0,13,8,1
13516,0.212,0.054,241.42,1.0,0,0,1,17,7,1
13517,0.328,0.116,244.87,1.4,0,0,0,19,1,0
13518,0.154,0.0,241.58,0.6,0,0,1,28,7,1
13519,2.182,0.0,238.51,9.4,1,10,18,14,12,29
13520,1.464,0.082,243.1,6.0,0,0,18,16,1,18
13521,3.562,0.07,236.44,15.0,37,0,18,11,2,55
13522,0.452,0.0,245.33,1.8,0,0,1,2,3,1
13523,1.612,0.216,234.16,7.0,0,0,16,4,8,16
13524,1.522,0.0,237.12,6.4,0,0,0,12,2,0
13525,1.576,0.0,241.66,6.4,0,1,19,9,10,20
13526,0.232,0.062,239.91,1.0,0,0,1,25,6,1
13527,0.126,0.0,235.93,0.6,0,0,0,17,7,0
13528,2.566,0.23,241.18,10.6,0,0,0,31,3,0
13529,3.774,0.054,236.48,15.8,1,37,17,22,3,55
13530,0.424,0.0,243.31,1.6,0,0,1,5,3,1
13531,0.26,0.074,243.35,1.0,0,0,1,30,9,1
13532,0.406,0.188,244.09,1.8,0,0,0,26,3,0
13533,1.008,0.394,241.0,4.4,0,1,12,8,7,13
13534,2.576,0.0,234.17,11.0,0,0,17,11,2,17
13535,0.206,0.0,248.53,0.8,0,0,0,24,12,0
13536,0.618,0.116,242.59,2.6,0,0,1,15,6,1
13537,1.42,0.106,241.83,5.8,0,0,19,9,4,19
13538,1.33,0.126,241.86,5.4,0,0,18,21,4,18
13539,0.228,0.154,234.75,1.2,0,0,0,11,8,0
13540,1.478,0.214,240.81,6.2,0,1,18,25,4,19
13541,3.48,0.066,235.97,14.6,0,0,18,17,12,18
13542,1.422,0.0,244.94,5.8,0,0,19,11,1,19
13543,1.6,0.266,240.05,6.6,0,1,18,1,6,19
13544,0.17,0.082,233.06,0.8,0,0,0,29,7,0
13545,0.566,0.0,239.12,2.4,0,0,0,7,2,0
13546,1.014,0.378,243.61,4.8,0,2,0,14,6,2
13547,0.392,0.104,242.64,1.6,0,0,1,10,5,1
13548,0.24,0.082,240.64,1.0,0,0,1,3,9,1
13549,0.298,0.066,238.4,1.2,0,0,0,4,10,0
13550,1.374,0.0,242.38,5.6,0,1,0,2,4,1
13551,1.532,0.234,242.62,6.4,0,2,19,29,5,21
13552,0.448,0.122,242.71,2.0,0,1,1,18,4,2
13553,1.382,0.0,248.7,5.4,0,0,19,25,1,19
13554,0.292,0.1,244.57,1.2,0,0,0,4,3,0
13555,0.614,0.0,240.99,2.4,0,0,0,19,9,0
13556,0.218,0.11,235.47,1.0,0,0,0,24,7,0
13557,0.234,0.0,242.71,1.0,0,0,0,29,5,0
13558,2.636,0.218,236.51,12.0,0,0,18,21,1,18
13559,1.354,0.048,243.62,5.4,0,0,19,26,1,19
13560,1.288,0.0,240.48,5.2,0,0,18,9,10,18
13561,0.248,0.0,244.15,1.0,0,0,0,1,3,0
13562,0.258,0.0,245.28,1.0,0,0,1,13,5,1
13563,1.536,0.086,236.0,7.0,0,0,17,5,10,17
13564,2.518,0.068,235.94,10.6,0,0,17,28,1,17
13565,0.388,0.108,241.73,1.6,0,1,1,9,10,2
13566,0.428,0.18,243.46,2.2,0,0,4,4,8,4
13567,0.262,0.0,251.16,1.0,0,0,0,8,1,0
13568,1.306,0.078,238.95,5.4,0,0,18,7,9,18
13569,1.364,0.0,243.78,5.6,0,0,19,2,2,19
13570,0.566,0.076,237.72,2.4,0,1,1,14,10,2
13571,2.57,0.0,236.87,10.8,0,37,1,4,8,38
13572,2.554,0.0,239.07,10.6,0,0,0,11,3,0
13573,1.306,0.064,244.44,5.2,0,0,18,12,1,18
13574,0.616,0.112,237.91,2.8,0,4,0,4,8,4
13575,1.71,0.204,238.71,7.2,0,0,11,8,5,11
13576,0.276,0.046,243.16,1.2,0,0,0,22,2,0
13577,1.352,0.082,237.83,5.6,0,0,17,25,2,17
13578,1.284,0.054,241.27,5.2,0,0,18,13,3,18
13579,0.248,0.132,240.19,1.2,0,0,0,25,8,0
13580,1.944,0.236,234.68,8.4,0,0,18,3,5,18
13581,0.33,0.068,241.36,1.4,0,0,1,2,5,1
13582,2.02,0.0,242.86,8.2,0,0,19,16,1,19
13583,1.72,0.046,238.37,7.2,0,0,18,20,3,18
13584,1.776,0.4,239.84,7.6,0,4,19,31,3,23
13585,1.482,0.226,241.41,6.2,0,2,18,6,4,20
13586,0.392,0.176,233.14,1.8,0,1,0,21,5,1
