Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
1.316,0.0,243.55,5.4,0,0,0,23,2,0
2.002,0.35,239.13,8.4,0,1,18,6,7,19
0.43,0.0,244.02,1.8,0,0,1,6,4,1
1.316,0.048,241.1,5.4,0,0,19,12,4,19
1.4,0.0,244.99,5.6,0,0,18,18,12,18
3.112,0.128,234.92,13.2,0,0,0,20,1,0
0.298,0.196,239.26,1.6,0,1,1,21,6,2
1.458,0.0,241.9,6.0,0,0,18,16,3,18
0.348,0.148,243.35,1.6,0,2,0,6,12,2
1.484,0.304,238.99,6.2,0,2,18,16,6,20
0.276,0.278,241.83,1.6,0,2,1,16,8,3
1.436,0.094,240.42,6.0,0,0,19,11,5,19
5.39,0.052,234.01,23.0,36,0,18,27,1,54
2.244,0.226,239.25,9.4,0,0,18,6,7,18
2.56,0.0,239.56,10.6,1,0,18,24,10,19
1.488,0.144,241.34,6.2,0,0,19,22,10,19
0.234,0.104,236.72,1.0,0,0,0,23,7,0
2.106,0.114,237.01,8.8,0,0,17,16,1,17
0.442,0.122,246.16,1.8,0,1,1,8,1,2
2.308,0.088,237.27,9.6,0,2,0,14,1,2
0.24,0.0,242.77,1.0,0,0,0,30,9,0
0.3,0.0,244.82,1.4,0,0,1,12,5,1
1.35,0.0,244.06,5.4,0,0,19,15,3,19
2.23,0.09,238.84,9.2,0,0,18,2,11,18
1.502,0.248,239.14,6.2,0,2,18,14,8,20
1.518,0.0,242.05,6.2,0,0,18,10,11,18
1.31,0.084,236.77,5.6,0,0,0,13,10,0
0.36,0.078,241.18,1.6,0,0,1,6,10,1
0.722,0.0,240.74,3.0,0,0,0,27,4,0
0.36,0.326,238.77,2.0,0,1,1,12,9,2
1.882,0.124,244.98,7.6,0,0,0,29,12,0
0.242,0.0,243.11,1.0,0,1,0,1,4,1
0.57,0.264,245.09,2.6,0,0,0,21,1,0
1.712,0.142,245.06,7.0,2,2,19,13,3,23
2.002,0.23,237.64,8.4,0,0,18,27,3,18
0.226,0.098,237.39,1.0,0,0,0,10,9,0
0.262,0.0,244.3,1.0,0,0,1,26,10,1
4.146,0.202,239.13,17.2,38,0,17,1,3,55
0.246,0.102,242.26,1.0,0,2,1,25,7,3
1.298,0.05,243.74,5.2,0,0,18,22,12,18
0.396,0.242,242.74,1.8,2,0,1,27,6,3
1.284,0.096,236.78,5.4,0,0,18,24,6,18
0.538,0.0,247.05,2.6,0,0,0,23,1,0
2.776,0.128,236.31,11.6,0,0,18,24,10,18
4.34,0.58,238.77,18.2,38,2,18,4,4,58
1.888,0.206,240.96,7.8,0,0,19,7,4,19
0.274,0.0,241.38,1.4,0,0,1,31,8,1
1.284,0.56,241.54,5.8,0,1,12,27,9,13
1.434,0.198,241.64,6.0,0,0,0,29,3,0
1.836,0.204,240.36,7.6,0,0,0,27,9,0
0.4,0.21,243.02,1.8,0,0,0,25,10,0
2.354,0.0,238.76,9.8,0,0,17,6,11,17
0.314,0.22,242.12,1.6,0,0,0,30,6,0
0.208,0.048,237.25,0.8,0,0,0,31,5,0
0.214,0.104,241.94,1.0,0,1,1,17,7,2
1.652,0.224,242.67,6.8,0,0,18,8,3,18
1.762,0.134,242.3,7.2,0,1,18,10,2,19
0.888,0.11,243.42,3.6,0,1,1,22,7,2
0.114,0.0,241.33,0.4,0,0,0,29,8,0
0.316,0.17,242.5,1.4,0,0,1,23,8,1
0.774,0.202,242.97,3.2,0,1,0,29,4,1
0.266,0.0,246.52,1.0,0,0,1,7,4,1
0.272,0.152,242.33,1.4,0,1,1,11,5,2
0.356,0.164,243.56,1.6,0,0,0,28,12,0
0.466,0.214,238.96,2.2,0,1,1,15,5,2
1.872,0.162,239.52,7.8,0,0,29,28,5,29
0.312,0.258,241.0,1.6,1,1,1,20,6,3
0.788,0.0,243.28,3.2,0,0,0,10,12,0
0.336,0.058,244.93,1.4,0,0,0,4,3,0
3.424,0.172,235.75,16.4,0,0,17,15,6,17
0.41,0.072,235.48,1.8,0,0,0,6,5,0
2.046,0.204,238.55,9.4,0,0,18,8,1,18
0.228,0.108,234.85,1.0,0,0,0,6,8,0
0.316,0.0,244.7,1.4,0,0,0,24,3,0
0.614,0.046,238.03,2.6,0,0,0,16,2,0
0.544,0.21,240.58,2.4,0,0,1,14,5,1
3.128,0.234,237.04,13.2,0,0,17,18,1,17
0.31,0.186,243.4,1.6,0,2,1,12,9,3
0.234,0.0,245.84,1.0,0,0,0,23,3,0
1.684,0.09,239.06,7.0,0,0,17,17,11,17
0.49,0.192,243.51,2.2,0,0,1,21,10,1
0.244,0.096,240.36,1.2,0,0,1,19,5,1
0.358,0.182,245.61,1.6,0,1,0,28,2,1
0.322,0.212,238.6,1.6,0,2,0,15,7,2
0.334,0.122,241.52,1.6,0,0,0,1,11,0
0.268,0.11,240.83,1.2,0,0,1,5,7,1
0.534,0.084,243.21,2.4,0,1,0,12,1,1
0.314,0.108,247.7,1.2,0,0,0,7,2,0
1.244,0.0,238.96,5.2,0,0,18,27,5,18
0.434,0.27,246.47,2.0,0,1,1,4,9,2
0.224,0.0,245.04,1.0,0,0,0,26,2,0
0.596,0.064,242.88,2.6,0,0,0,16,2,0
0.38,0.18,245.59,1.8,0,2,0,20,12,2
1.65,0.07,240.24,6.8,0,0,18,10,10,18
1.376,0.224,239.58,5.8,0,2,18,21,6,20
3.878,0.346,238.5,16.2,0,39,18,4,1,57
0.322,0.118,240.51,1.4,0,0,0,12,4,0
0.104,0.0,243.68,0.4,0,0,0,17,6,0
0.98,0.062,242.24,4.0,0,0,0,17,2,0
0.41,0.098,238.43,1.8,0,0,1,24,9,1
1.342,0.052,238.9,5.6,0,0,17,23,10,17
0.274,0.0,241.84,1.2,0,0,0,16,12,0
0.246,0.142,243.77,1.2,0,0,0,4,8,0
0.996,0.108,240.64,5.2,0,0,1,29,8,1
1.468,0.056,238.91,6.2,0,0,18,28,6,18
0.738,0.232,241.27,3.2,0,0,0,18,6,0
0.23,0.108,240.32,1.0,0,1,1,18,7,2
0.226,0.114,244.57,1.0,0,0,1,21,7,1
0.252,0.19,240.27,1.2,0,1,0,6,9,1
0.14,0.0,237.77,0.8,0,0,0,20,9,0
1.438,0.058,241.54,6.0,0,0,18,4,7,18
3.436,0.194,238.27,14.6,0,1,1,29,6,2
0.89,0.248,242.44,3.8,0,0,12,14,7,12
1.184,0.168,244.66,5.0,0,0,1,12,4,1
1.26,0.0,238.73,5.2,0,0,18,17,9,18
0.436,0.1,246.48,1.8,0,0,1,5,3,1
2.27,0.0,238.99,9.4,0,16,18,23,9,34
0.316,0.236,243.08,1.6,0,0,1,20,6,1
0.514,0.388,239.97,2.8,0,2,0,5,7,2
1.334,0.0,240.65,5.4,0,0,17,19,2,17
0.286,0.192,240.86,1.4,0,1,0,22,6,1
0.23,0.11,242.46,1.0,0,0,1,10,6,1
0.248,0.0,241.21,1.0,0,0,1,2,5,1
0.482,0.196,242.93,2.2,0,0,0,7,1,0
1.392,0.194,240.1,5.8,0,1,18,17,9,19
0.544,0.124,240.87,2.4,0,0,1,16,4,1
0.3,0.066,244.08,1.2,0,0,0,1,12,0
0.156,0.0,240.45,0.6,0,0,0,14,8,0
0.224,0.0,245.66,1.0,0,0,0,11,4,0
1.022,0.1,236.9,4.4,0,1,0,10,4,1
0.276,0.058,241.32,1.2,0,0,0,7,12,0
2.838,0.12,238.34,11.8,0,0,17,20,2,17
0.244,0.0,238.63,1.0,0,0,1,10,10,1
0.34,0.126,241.97,1.4,0,0,0,2,2,0
2.132,0.102,237.84,9.0,0,0,18,29,8,18
3.04,0.244,236.77,13.2,0,0,18,20,3,18
0.322,0.256,242.89,1.6,0,0,0,20,7,0
0.138,0.0,233.79,0.6,0,0,0,3,8,0
0.472,0.058,241.53,2.0,0,0,0,30,1,0
1.164,0.0,236.33,4.8,0,0,18,27,6,18
1.804,0.054,242.02,7.4,0,0,17,22,12,17
2.004,0.07,237.69,8.4,0,0,18,9,5,18
1.666,0.352,234.53,7.2,1,2,17,5,6,20
0.32,0.094,239.77,1.4,0,1,1,27,4,2
0.584,0.076,242.47,2.4,0,0,0,3,3,0
3.08,0.106,232.98,13.2,0,0,16,24,4,16
0.366,0.284,245.08,1.8,0,1,0,5,7,1
0.218,0.0,246.29,0.8,0,0,0,21,1,0
4.218,0.352,236.58,17.8,37,1,18,4,7,56
1.426,0.0,243.0,5.8,0,0,19,21,5,19
0.14,0.0,235.61,0.6,0,0,0,10,8,0
0.33,0.24,240.69,1.6,0,1,1,14,8,2
1.274,0.056,239.69,5.2,0,0,17,20,12,17
2.42,0.0,244.56,9.8,1,0,19,7,1,20
0.58,0.046,237.65,2.4,0,0,1,22,2,1
0.248,0.0,241.48,1.2,0,0,0,30,5,0
2.086,0.134,238.74,8.6,0,0,18,11,12,18
1.262,0.066,238.16,5.2,0,0,18,19,7,18
0.334,0.0,244.59,1.4,0,0,0,16,9,0
4.15,0.172,235.66,17.6,0,0,18,29,3,18
0.604,0.21,242.99,2.6,0,1,1,19,3,2
0.418,0.222,244.97,2.0,0,0,0,24,2,0
0.508,0.088,239.27,2.2,0,2,0,2,4,2
0.216,0.092,240.85,1.0,0,0,0,25,6,0
0.85,0.27,240.99,3.6,0,0,0,10,10,0
0.34,0.0,241.63,1.4,0,0,0,10,2,0
0.35,0.112,242.23,1.4,0,0,1,20,4,1
0.316,0.0,243.75,1.4,0,0,0,11,6,0
1.328,0.076,241.62,5.4,0,0,19,17,7,19
0.37,0.314,244.21,2.0,0,1,1,1,10,2
0.156,0.0,244.57,0.6,0,0,0,15,8,0
1.026,0.0,238.67,4.2,0,0,0,14,2,0
0.522,0.228,242.48,2.4,0,0,0,21,8,0
0.142,0.0,240.5,0.6,0,0,0,13,9,0
1.368,0.0,241.58,5.6,0,0,19,18,5,19
1.326,0.054,244.65,5.4,0,0,19,17,12,19
0.316,0.19,242.04,1.6,0,0,1,10,9,1
3.95,0.19,241.24,16.4,1,40,19,26,12,60
0.266,0.052,236.35,1.2,0,0,0,15,5,0
1.45,0.072,243.53,6.0,0,1,18,15,12,19
0.34,0.172,238.72,1.6,0,1,0,27,9,1
3.472,0.146,237.6,15.0,0,28,18,6,11,46
1.106,0.13,239.55,4.6,0,0,12,13,7,12
1.466,0.32,237.36,6.2,0,1,17,17,4,18
1.294,0.204,236.13,5.4,0,0,17,30,7,17
0.298,0.072,236.74,1.2,0,1,0,19,5,1
0.276,0.0,237.67,1.0,0,0,1,10,8,1
1.022,0.298,237.4,5.0,0,1,0,26,8,1
0.328,0.074,241.0,1.4,0,0,0,20,4,0
0.278,0.0,247.61,1.2,0,0,0,24,1,0
1.594,0.112,240.73,6.6,1,1,18,6,5,20
2.644,0.288,243.86,10.8,0,1,19,24,10,20
0.21,0.05,245.06,0.8,0,0,0,27,10,0
0.16,0.0,243.09,0.6,0,0,0,19,6,0
1.384,0.0,248.7,5.4,0,0,20,17,12,20
0.446,0.252,243.36,2.0,0,1,1,25,6,2
0.288,0.08,246.25,1.2,0,1,0,26,10,1
0.598,0.092,237.14,2.4,0,0,0,3,3,0
0.084,0.0,245.34,0.2,0,0,1,30,8,1
0.86,0.062,239.04,3.6,0,0,1,19,7,1
0.334,0.134,243.55,1.4,0,0,0,25,2,0
0.19,0.122,242.01,0.8,0,1,0,30,8,1
1.6,0.248,241.74,6.6,1,0,19,27,1,20
1.632,0.098,242.31,8.2,20,0,1,11,10,21
2.714,0.096,238.13,11.4,0,0,0,8,7,0
1.268,0.252,243.11,5.4,0,0,8,15,10,8
1.344,0.0,235.78,5.6,0,0,17,14,2,17
0.172,0.0,240.43,0.8,0,0,0,15,6,0
0.4,0.0,243.22,1.8,0,0,0,5,12,0
0.368,0.198,240.94,1.6,0,2,0,3,4,2
0.27,0.088,238.08,1.2,0,0,0,17,11,0
0.516,0.0,242.49,2.0,0,0,0,1,3,0
0.206,0.054,241.81,0.8,0,0,0,27,10,0
1.448,0.09,235.85,6.0,0,0,17,16,3,17
0.424,0.35,239.11,2.2,0,1,0,28,8,1
1.282,0.0,238.49,5.4,0,0,18,23,10,18
0.282,0.0,246.48,1.4,0,0,0,5,2,0
0.508,0.0,237.83,2.0,0,0,1,3,9,1
0.198,0.126,237.03,1.0,0,0,0,14,8,0
1.38,0.214,238.93,5.8,0,0,18,16,7,18
0.208,0.0,243.01,0.8,0,0,0,31,10,0
1.45,0.116,238.64,6.0,0,0,18,24,4,18
0.438,0.0,243.85,1.8,0,0,0,1,3,0
1.326,0.052,232.37,5.6,0,4,17,13,8,21
2.128,0.35,238.7,9.4,0,31,0,1,10,31
0.384,0.216,234.95,1.8,0,2,0,19,7,2
1.67,0.0,239.63,7.0,0,0,0,15,12,0
0.126,0.0,238.0,0.6,0,0,0,24,7,0
0.254,0.0,242.45,1.0,0,0,1,2,1,1
0.248,0.11,238.23,1.2,0,0,0,2,8,0
1.928,0.0,240.33,8.0,0,0,18,5,12,18
0.194,0.0,239.32,0.8,0,0,1,10,6,1
0.258,0.122,241.0,1.2,0,0,0,28,5,0
0.686,0.062,237.34,3.0,0,1,0,29,1,1
1.71,0.374,240.43,7.2,0,1,18,7,3,19
1.17,0.0,240.86,4.8,0,0,18,18,6,18
0.36,0.104,239.52,1.6,0,0,1,3,3,1
2.282,0.058,235.41,9.6,0,0,0,15,1,0
0.356,0.062,240.66,1.6,0,1,1,11,10,2
1.316,0.114,241.92,5.4,0,0,18,10,6,18
1.324,0.0,241.59,5.4,0,0,18,9,12,18
1.498,0.098,238.57,6.2,0,0,0,26,1,0
0.282,0.222,241.97,1.4,0,1,0,24,7,1
1.316,0.0,239.1,5.4,0,0,18,13,11,18
0.278,0.06,241.64,1.2,0,0,0,22,1,0
0.184,0.154,242.21,1.0,0,0,0,9,8,0
0.402,0.364,239.55,2.2,0,1,1,10,8,2
1.416,0.086,244.25,5.8,0,0,19,22,12,19
0.438,0.0,238.78,2.0,0,0,0,8,2,0
1.52,0.088,242.58,6.2,0,0,1,11,12,1
1.29,0.0,240.81,5.2,0,0,17,24,11,17
0.306,0.0,241.01,1.4,0,0,0,13,11,0
1.854,0.456,240.15,7.8,1,2,18,16,4,21
0.344,0.0,244.5,1.4,0,0,1,1,2,1
0.082,0.0,242.69,0.2,0,0,0,27,8,0
1.56,0.0,237.7,6.4,0,0,18,27,9,18
0.432,0.296,242.3,2.2,0,1,0,27,10,1
0.33,0.072,241.71,1.4,0,1,1,19,2,2
1.362,0.08,237.53,5.6,0,0,18,2,5,18
0.606,0.0,246.62,2.8,0,0,0,9,1,0
1.956,0.0,238.39,8.2,0,0,0,19,12,0
0.368,0.324,236.93,2.0,0,2,0,5,5,2
1.74,0.202,239.37,7.2,0,0,18,19,6,18
0.406,0.196,239.64,2.0,0,2,1,8,9,3
1.154,0.0,238.12,4.8,0,1,0,26,9,1
0.504,0.276,240.81,2.4,0,2,1,5,9,3
1.754,0.4,242.31,7.4,0,1,18,16,1,19
1.496,0.082,244.87,6.0,0,0,19,2,1,19
3.518,0.072,242.58,14.4,0,0,18,25,1,18
1.502,0.302,240.35,6.2,0,0,19,18,9,19
1.494,0.208,241.39,6.2,0,0,19,15,3,19
3.756,0.226,235.27,16.0,38,0,17,10,3,55
0.626,0.0,239.9,2.6,0,0,0,17,11,0
1.402,0.072,240.7,5.8,0,0,19,27,10,19
0.254,0.05,248.51,1.0,0,1,0,2,1,1
1.488,0.104,243.02,6.0,0,0,19,22,11,19
2.234,0.27,242.53,9.8,0,0,0,24,11,0
0.238,0.116,241.83,1.0,0,0,1,2,9,1
0.378,0.208,240.63,1.8,0,0,0,4,11,0
1.218,0.12,233.15,5.2,0,0,16,10,8,16
2.65,0.076,239.27,11.0,0,0,0,4,1,0
5.628,0.39,241.97,23.4,28,1,19,15,1,48
0.336,0.074,243.81,1.4,0,0,1,25,1,1
4.472,0.628,233.62,19.4,0,1,16,7,3,17
2.978,0.226,240.06,12.4,0,0,19,30,9,19
0.322,0.0,245.33,1.4,0,0,0,28,2,0
1.19,0.096,232.42,5.0,0,0,16,10,8,16
0.532,0.262,240.76,2.4,0,2,1,22,5,3
0.378,0.148,241.24,1.8,1,0,0,29,6,1
2.298,0.242,239.0,9.6,0,1,29,31,8,30
0.248,0.0,243.76,1.0,0,0,1,3,5,1
1.166,0.168,240.92,5.4,0,0,13,19,9,13
1.438,0.1,244.73,5.8,0,0,18,24,2,18
0.08,0.0,241.08,0.2,0,0,1,22,8,1
1.59,0.368,240.79,6.8,1,1,1,24,5,3
1.69,0.052,236.56,7.2,0,0,17,9,3,17
0.3,0.0,240.16,1.2,0,0,0,14,10,0
0.242,0.0,241.87,1.0,0,0,1,23,10,1
1.726,0.116,239.66,7.6,0,2,19,16,10,21
0.872,0.0,238.75,3.8,0,0,0,3,2,0
0.33,0.072,240.79,1.6,0,0,0,7,4,0
1.332,0.06,241.7,5.4,0,0,19,22,2,19
1.816,0.094,242.44,7.4,0,0,19,31,12,19
0.398,0.228,241.2,1.8,0,0,0,24,2,0
0.866,0.296,240.25,3.8,0,2,1,10,7,3
1.298,0.082,239.92,5.4,0,0,18,2,10,18
1.776,0.046,239.68,7.4,2,0,19,21,10,21
0.114,0.0,241.87,0.4,0,0,0,29,8,0
3.412,0.0,236.32,14.6,0,0,18,10,10,18
1.144,0.054,242.93,5.0,0,0,0,26,3,0
0.438,0.0,240.17,2.2,0,0,1,22,7,1
0.776,0.122,239.42,3.2,0,0,13,10,8,13
1.502,0.0,241.41,6.2,0,0,18,24,12,18
3.672,0.068,234.49,15.6,0,0,17,6,10,17
0.44,0.244,244.14,2.0,0,1,1,18,3,2
3.24,0.136,234.87,13.8,0,0,17,10,11,17
2.322,0.062,241.58,9.6,0,0,17,25,1,17
1.788,0.16,241.3,7.4,1,0,19,5,4,20
1.738,0.0,242.1,7.2,0,1,18,20,1,19
0.394,0.192,244.07,1.8,0,0,1,2,5,1
3.094,0.0,242.78,12.6,0,0,18,13,2,18
4.394,0.4,236.65,19.2,16,2,17,8,3,35
0.232,0.104,233.18,1.0,0,0,0,25,7,0
1.896,0.092,240.66,7.8,0,0,19,20,11,19
1.104,0.232,243.83,4.6,0,0,0,24,12,0
2.902,0.166,241.36,12.0,0,1,20,22,10,21
0.236,0.0,241.4,1.0,0,0,1,21,6,1
0.872,0.156,238.03,3.6,0,0,1,6,5,1
0.36,0.2,243.5,1.6,0,0,0,25,1,0
0.37,0.13,247.63,1.6,0,0,1,7,1,1
2.122,0.142,238.42,8.8,0,0,18,11,10,18
0.254,0.0,243.32,1.0,0,0,0,18,11,0
0.616,0.046,240.14,2.6,0,0,0,1,7,0
0.308,0.096,248.06,1.2,0,0,0,25,11,0
0.512,0.36,244.85,2.4,0,1,0,7,4,1
0.214,0.0,246.59,0.8,0,0,0,7,2,0
0.348,0.148,244.41,1.6,0,1,0,21,1,1
0.408,0.212,244.12,1.8,0,2,0,20,1,2
0.256,0.0,241.34,1.0,0,0,0,7,5,0
3.548,0.07,239.71,14.8,0,37,17,18,12,54
0.324,0.286,245.43,1.8,0,1,1,23,8,2
0.334,0.118,247.78,1.4,0,0,0,29,11,0
0.42,0.09,243.76,1.8,0,0,0,25,1,0
0.316,0.278,243.41,1.6,0,1,1,20,7,2
1.41,0.0,243.72,5.8,0,0,18,31,3,18
2.532,0.196,237.17,10.6,37,0,1,26,6,38
0.08,0.0,240.84,0.2,0,0,1,23,8,1
1.32,0.134,237.01,5.6,0,0,17,29,8,17
1.8,0.314,234.19,7.8,0,1,18,25,5,19
1.808,0.102,242.67,7.4,0,0,18,9,2,18
4.886,0.294,233.44,21.0,1,36,0,22,1,37
0.984,0.252,241.92,4.2,0,1,11,7,7,12
0.22,0.11,234.89,1.0,0,2,0,12,5,2
2.778,0.43,237.3,11.8,0,1,18,11,3,19
3.298,0.682,240.39,14.4,2,0,17,28,3,19
1.114,0.764,237.51,6.2,0,0,0,1,7,0
1.512,0.206,242.84,6.2,0,1,0,17,4,1
2.054,0.124,236.59,8.6,0,1,17,9,10,18
0.286,0.242,241.73,1.4,0,0,0,22,8,0
1.606,0.192,237.25,6.8,0,2,17,9,11,19
0.328,0.124,243.61,1.4,0,0,0,26,10,0
0.418,0.216,241.06,2.0,0,0,1,1,10,1
0.25,0.0,241.74,1.0,0,0,0,19,5,0
0.292,0.068,248.91,1.2,0,0,0,30,12,0
0.472,0.246,243.88,2.2,0,0,1,15,7,1
0.298,0.046,246.2,1.2,0,0,0,13,12,0
0.302,0.0,242.66,1.2,0,0,1,12,6,1
2.532,0.068,241.37,10.4,0,0,19,4,2,19
1.76,0.084,237.85,7.4,0,0,18,20,4,18
0.32,0.106,234.64,1.4,0,0,1,3,6,1
0.58,0.392,247.98,2.8,0,1,0,30,3,1
0.364,0.074,239.03,1.6,0,0,1,12,7,1
1.872,0.222,243.97,7.6,1,0,19,9,3,20
3.428,0.05,234.99,14.6,1,31,18,17,5,50
1.684,0.448,238.77,7.2,0,2,12,30,6,14
0.244,0.108,240.16,1.0,0,0,0,26,6,0
1.306,0.07,232.35,5.6,0,0,16,1,6,16
1.552,0.0,239.92,6.4,0,0,18,4,4,18
3.762,0.254,234.52,16.0,37,2,18,2,9,57
0.256,0.0,242.92,1.0,0,0,1,21,10,1
2.08,0.094,239.71,8.6,0,0,18,14,4,18
0.306,0.086,240.37,1.2,0,0,0,27,9,0
0.356,0.218,242.8,1.6,0,0,1,2,9,1
1.894,0.0,239.31,7.8,0,0,17,7,11,17
1.77,0.222,244.73,7.2,0,1,1,10,4,2
0.252,0.0,244.36,1.0,0,0,1,1,5,1
0.118,0.0,236.84,0.6,0,0,0,10,9,0
2.422,0.0,237.72,10.2,1,0,20,27,2,21
0.294,0.22,241.18,1.4,0,2,0,20,8,2
0.306,0.0,243.13,1.4,0,0,1,10,5,1
0.1,0.0,239.82,0.4,0,0,0,14,6,0
0.364,0.124,242.22,1.6,0,0,1,2,6,1
1.584,0.092,239.28,6.6,0,1,18,21,9,19
0.238,0.1,240.91,1.0,0,1,0,30,7,1
0.082,0.0,243.08,0.2,0,0,1,19,8,1
1.534,0.186,239.39,6.4,1,2,18,1,10,21
1.15,0.062,241.46,4.6,0,0,1,5,4,1
2.652,0.314,240.67,11.2,0,19,18,12,9,37
1.408,0.0,246.35,5.6,0,0,19,12,12,19
1.438,0.194,238.63,6.0,0,0,18,15,6,18
0.36,0.0,244.08,1.4,0,0,1,15,4,1
0.202,0.082,238.55,0.8,0,0,0,6,7,0
3.002,0.06,236.45,12.6,0,0,17,15,12,17
0.262,0.214,235.41,1.4,0,0,0,29,7,0
0.31,0.0,238.86,1.2,0,0,1,19,7,1
0.384,0.214,241.38,1.8,0,0,0,28,2,0
0.206,0.0,243.08,0.8,0,0,0,3,11,0
0.3,0.09,241.59,1.2,0,0,0,26,9,0
0.21,0.0,241.46,0.8,0,0,0,12,1,0
1.84,0.346,240.48,7.8,0,0,18,27,2,18
0.244,0.136,242.38,1.2,0,0,1,22,7,1
1.798,0.388,243.59,7.4,0,0,18,30,12,18
0.272,0.168,239.87,1.4,0,1,0,13,7,1
0.344,0.096,241.48,1.4,0,0,0,12,3,0
0.274,0.0,245.77,1.2,0,0,0,10,3,0
0.76,0.284,239.34,3.6,0,1,8,21,7,9
0.592,0.39,243.46,2.8,0,0,1,2,7,1
0.994,0.42,242.52,4.4,0,0,12,18,6,12
0.14,0.0,244.13,0.6,0,0,0,3,8,0
0.944,0.282,241.24,4.0,0,2,13,27,8,15
1.402,0.104,240.49,5.8,0,0,18,22,3,18
1.44,0.098,238.69,6.0,1,0,17,19,2,18
0.418,0.064,238.81,2.0,0,0,0,31,10,0
0.542,0.05,239.51,2.2,0,0,0,11,1,0
2.272,0.194,235.76,9.6,0,1,17,24,9,18
0.316,0.062,242.4,1.4,0,0,0,4,3,0
0.232,0.048,241.15,1.0,0,0,0,6,11,0
0.342,0.114,247.03,1.4,0,0,0,22,3,0
0.244,0.0,242.07,1.0,0,0,0,11,10,0
0.27,0.104,239.89,1.2,0,0,1,30,8,1
0.244,0.046,239.98,1.0,0,0,0,3,1,0
0.292,0.048,243.45,1.2,0,0,0,19,12,0
0.216,0.0,246.01,0.8,0,0,0,15,1,0
2.09,0.352,240.97,8.8,0,0,29,10,5,29
2.482,0.546,241.6,10.4,0,1,19,29,12,20
0.332,0.206,243.89,1.6,0,1,1,26,8,2
1.19,0.048,231.51,5.2,0,0,17,9,5,17
1.914,0.374,239.9,8.0,0,0,18,21,6,18
1.394,0.066,242.09,5.6,0,1,19,5,2,20
0.312,0.0,241.47,1.4,0,0,1,22,4,1
2.738,0.19,243.14,12.2,12,0,0,8,1,12
0.296,0.08,244.98,1.2,0,0,1,1,9,1
0.332,0.144,242.93,1.4,0,0,0,17,2,0
3.286,0.304,237.95,13.8,0,1,17,11,3,18
0.68,0.108,239.72,2.8,0,0,1,28,5,1
0.24,0.108,239.82,1.0,0,0,1,2,9,1
2.46,0.124,245.33,10.0,0,0,0,29,12,0
1.848,0.19,241.03,7.6,0,0,18,16,9,18
2.186,0.0,236.66,9.2,0,0,17,11,3,17
0.404,0.092,244.74,1.6,0,0,0,8,9,0
2.234,0.054,238.84,9.6,0,1,18,23,12,19
1.758,0.068,240.63,7.2,0,0,18,10,3,18
0.302,0.0,243.55,1.2,0,0,1,15,10,1
2.906,0.218,232.54,12.4,0,0,17,12,8,17
0.312,0.234,244.96,1.6,0,0,0,3,7,0
1.37,0.102,239.52,5.6,0,0,18,29,3,18
2.726,0.07,234.17,11.6,0,2,17,9,12,19
0.38,0.176,239.87,1.6,0,0,0,26,10,0
0.112,0.0,242.56,0.6,0,0,0,19,9,0
0.462,0.22,242.47,2.0,0,2,0,23,3,2
0.61,0.216,235.94,2.6,0,1,0,8,5,1
2.222,0.0,237.95,9.4,1,0,18,31,3,19
1.542,0.07,240.51,6.4,0,2,18,17,3,20
0.4,0.116,244.07,1.8,0,0,0,7,1,0
2.376,0.0,239.89,9.8,0,1,18,18,10,19
1.88,0.0,232.63,8.0,0,0,0,5,11,0
0.428,0.328,239.73,2.2,0,1,0,4,7,1
0.514,0.18,241.61,2.2,0,1,0,13,10,1
0.23,0.13,239.11,1.0,0,0,0,11,7,0
4.108,0.418,237.49,17.8,29,0,18,30,12,47
0.226,0.118,239.78,1.0,0,0,0,26,6,0
2.83,0.082,240.43,11.6,0,0,18,10,1,18
0.606,0.104,246.15,2.4,0,1,1,13,5,2
0.224,0.132,241.81,1.0,0,0,0,22,6,0
0.218,0.0,243.8,0.8,0,0,0,17,3,0
2.988,0.276,234.59,12.8,0,0,17,9,11,17
1.622,0.072,240.49,6.6,0,0,18,27,5,18
2.96,0.308,236.7,12.4,2,1,18,7,9,21
1.664,0.068,237.6,7.0,0,0,17,16,2,17
1.586,0.124,240.36,6.6,0,0,19,24,9,19
0.444,0.096,242.06,2.0,0,0,0,2,1,0
1.484,0.25,244.18,6.0,0,2,0,29,12,2
0.544,0.104,243.11,2.2,0,0,1,4,3,1
0.238,0.092,241.71,1.0,0,0,0,25,6,0
1.98,0.074,236.86,8.2,1,0,18,1,7,19
0.122,0.0,232.39,0.6,0,0,0,25,7,0
0.23,0.116,240.66,1.0,0,1,0,18,5,1
1.616,0.25,238.39,6.8,0,0,19,22,7,19
0.29,0.046,244.3,1.2,0,0,0,26,11,0
1.51,0.078,236.48,6.4,1,0,17,22,1,18
0.246,0.0,240.51,1.0,0,0,1,14,10,1
0.396,0.116,244.01,1.8,0,0,0,5,4,0
0.274,0.108,240.91,1.2,0,1,0,24,6,1
0.344,0.054,244.48,1.4,0,0,0,4,12,0
0.294,0.062,242.8,1.2,0,0,0,11,12,0
1.566,0.08,240.29,6.4,0,0,17,8,11,17
0.178,0.0,238.16,0.8,0,0,1,25,5,1
